bench_id	format	source_group	source_url	landing_url	license_spdx	license_url	terms_url	redistributable	enabled_tier	review_status	target_rel_path	size_class	actual_size_class	download_status	download_error	source_version	notes
epub_gutenberg_war_and_peace	epub	gutenberg_books	https://www.gutenberg.org/cache/epub/2600/pg2600-images-3.epub	https://www.gutenberg.org/ebooks/2600	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	disabled	reviewed_candidate	epub/gutenberg_books/medium/pg2600-images-3.epub	medium		failed	('Connection broken: IncompleteRead(401638 bytes read, 1434085 more expected)', IncompleteRead(401638 bytes read, 1434085 more expected))	current	Project Gutenberg file retained with license/header context.
epub_gutenberg_ulysses	epub	gutenberg_books	https://www.gutenberg.org/cache/epub/4300/pg4300-images-3.epub	https://www.gutenberg.org/ebooks/4300	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	disabled	reviewed_candidate	epub/gutenberg_books/medium/pg4300-images-3.epub	medium		failed	('Connection broken: IncompleteRead(512002 bytes read, 982269 more expected)', IncompleteRead(512002 bytes read, 982269 more expected))	current	Project Gutenberg file retained with license/header context.
txt_rfc9110	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc9110.txt	https://www.rfc-editor.org/rfc/rfc9110	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	smoke	reviewed_candidate	txt/rfc_editor/large/rfc9110.txt	large	small	reused		current	
txt_rfc9111	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc9111.txt	https://www.rfc-editor.org/rfc/rfc9111	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/medium/rfc9111.txt	medium	tiny	reused		current	
txt_rfc9112	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc9112.txt	https://www.rfc-editor.org/rfc/rfc9112	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/medium/rfc9112.txt	medium	small	reused		current	
txt_rfc8446	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc8446.txt	https://www.rfc-editor.org/rfc/rfc8446	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/large/rfc8446.txt	large	small	reused		current	
txt_rfc8259	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc8259.txt	https://www.rfc-editor.org/rfc/rfc8259	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/small/rfc8259.txt	small	tiny	reused		current	
txt_rfc3986	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc3986.txt	https://www.rfc-editor.org/rfc/rfc3986	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/medium/rfc3986.txt	medium	small	reused		current	
txt_rfc4180	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc4180.txt	https://www.rfc-editor.org/rfc/rfc4180	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/tiny/rfc4180.txt	tiny	tiny	reused		current	
txt_rfc9000	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc9000.txt	https://www.rfc-editor.org/rfc/rfc9000	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/large/rfc9000.txt	large	small	reused		current	
txt_rfc5280	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc5280.txt	https://www.rfc-editor.org/rfc/rfc5280	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/large/rfc5280.txt	large	small	reused		current	
txt_rfc7231	txt	rfc_editor	https://www.rfc-editor.org/rfc/rfc7231.txt	https://www.rfc-editor.org/rfc/rfc7231	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		yes	disabled	reviewed_candidate	txt/rfc_editor/large/rfc7231.txt	large	small	reused		current	
csv_usgs_all_day	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_day.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	smoke	reviewed_candidate	csv/usgs_feeds/small/csv_usgs_all_day.csv	small	tiny	reused		current	
csv_usgs_all_week	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_week.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	csv/usgs_feeds/medium/csv_usgs_all_week.csv	medium	small	reused		current	
csv_usgs_all_month	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	csv/usgs_feeds/large/csv_usgs_all_month.csv	large	medium	reused		current	
csv_usgs_significant_month	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/significant_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	csv/usgs_feeds/small/csv_usgs_significant_month.csv	small	tiny	reused		current	
csv_usgs_45_month	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/4.5_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	csv/usgs_feeds/small/csv_usgs_45_month.csv	small	tiny	reused		current	
csv_usgs_25_month	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/2.5_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	csv/usgs_feeds/medium/csv_usgs_25_month.csv	medium	small	reused		current	
csv_usgs_10_month	csv	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/1.0_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	csv/usgs_feeds/large/csv_usgs_10_month.csv	large	medium	reused		current	
csv_owid_co2	csv	owid_grapher	https://ourworldindata.org/grapher/annual-co2-emissions-per-country.csv	https://ourworldindata.org/grapher/annual-co2-emissions-per-country	CC-BY-4.0	https://ourworldindata.org/how-to-use-our-world-in-data		yes	disabled	reviewed_candidate	csv/owid_grapher/medium/csv_owid_co2.csv	medium	small	reused		current	
csv_owid_life_expectancy	csv	owid_grapher	https://ourworldindata.org/grapher/life-expectancy.csv	https://ourworldindata.org/life-expectancy	CC-BY-4.0	https://ourworldindata.org/how-to-use-our-world-in-data		yes	disabled	reviewed_candidate	csv/owid_grapher/medium/csv_owid_life_expectancy.csv	medium	small	reused		current	
csv_owid_population	csv	owid_grapher	https://ourworldindata.org/grapher/population.csv	https://ourworldindata.org/population-growth	CC-BY-4.0	https://ourworldindata.org/how-to-use-our-world-in-data		yes	disabled	reviewed_candidate	csv/owid_grapher/medium/csv_owid_population.csv	medium	medium	reused		current	
tsv_uniprot_reviewed	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	smoke	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_reviewed.tsv	medium	tiny	reused		current	
tsv_uniprot_human	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A9606%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_human.tsv	medium	tiny	reused		current	
tsv_uniprot_mouse	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A10090%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_mouse.tsv	medium	tiny	reused		current	
tsv_uniprot_ecoli	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A562%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_ecoli.tsv	medium	tiny	reused		current	
tsv_uniprot_yeast	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A559292%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_yeast.tsv	medium	tiny	reused		current	
tsv_uniprot_arabidopsis	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A3702%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_arabidopsis.tsv	medium	tiny	reused		current	
tsv_uniprot_drosophila	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A7227%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_drosophila.tsv	medium	tiny	reused		current	
tsv_uniprot_brca1	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=gene%3ABRCA1&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_brca1.tsv	medium	tiny	reused		current	
tsv_uniprot_kinase	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=keyword%3AKinase&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_kinase.tsv	medium	tiny	reused		current	
tsv_uniprot_membrane	tsv	uniprot_api	https://rest.uniprot.org/uniprotkb/search?query=keyword%3ATransmembrane&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	https://www.uniprot.org/help/license	CC-BY-4.0	https://www.uniprot.org/help/license		yes	disabled	reviewed_candidate	tsv/uniprot_api/medium/tsv_uniprot_membrane.tsv	medium	tiny	reused		current	
json_wb_population	json	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL?format=json&per_page=20000	https://data.worldbank.org/indicator/SP.POP.TOTL	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	smoke	reviewed_candidate	json/worldbank_api/large/json_wb_population.json	large	medium	reused		current	
json_wb_gdp	json	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/NY.GDP.MKTP.CD?format=json&per_page=20000	https://data.worldbank.org/indicator/NY.GDP.MKTP.CD	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	json/worldbank_api/large/json_wb_gdp.json	large	medium	reused		current	
json_wb_life	json	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&per_page=20000	https://data.worldbank.org/indicator/SP.DYN.LE00.IN	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	json/worldbank_api/large/json_wb_life.json	large	medium	reused		current	
json_wb_co2	json	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/EN.ATM.CO2E.KT?format=json&per_page=20000	https://data.worldbank.org/indicator/EN.ATM.CO2E.KT	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	json/worldbank_api/large/json_wb_co2.json	large	tiny	reused		current	
json_wb_internet	json	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/IT.NET.USER.ZS?format=json&per_page=20000	https://data.worldbank.org/indicator/IT.NET.USER.ZS	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	json/worldbank_api/large/json_wb_internet.json	large	medium	reused		current	
json_wb_unemployment	json	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SL.UEM.TOTL.ZS?format=json&per_page=20000	https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	json/worldbank_api/large/json_wb_unemployment.json	large	medium	reused		current	
json_usgs_all_month	json	usgs_feeds	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_month.geojson	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	json/usgs_feeds/large/json_usgs_all_month.json	large	medium	reused		current	
json_spdx_licenses	json	spdx_data	https://raw.githubusercontent.com/spdx/license-list-data/main/json/licenses.json	https://github.com/spdx/license-list-data	CC0-1.0	https://github.com/spdx/license-list-data/blob/main/LICENSE		yes	disabled	reviewed_candidate	json/spdx_data/medium/json_spdx_licenses.json	medium	small	reused		current	
json_spdx_exceptions	json	spdx_data	https://raw.githubusercontent.com/spdx/license-list-data/main/json/exceptions.json	https://github.com/spdx/license-list-data	CC0-1.0	https://github.com/spdx/license-list-data/blob/main/LICENSE		yes	disabled	reviewed_candidate	json/spdx_data/small/json_spdx_exceptions.json	small	tiny	downloaded		current	
json_wikidata_q42	json	wikidata	https://www.wikidata.org/wiki/Special:EntityData/Q42.json	https://www.wikidata.org/wiki/Wikidata:Licensing	CC0-1.0	https://www.wikidata.org/wiki/Wikidata:Licensing		yes	disabled	reviewed_candidate	json/wikidata/small/json_wikidata_q42.json	small		failed	HTTPSConnectionPool(host='www.wikidata.org', port=443): Read timed out. (read timeout=15)	current	
yaml_swagger_petstore	yaml	github_yaml	https://raw.githubusercontent.com/swagger-api/swagger-petstore/8f0dd286987880b4af7bce552aca3813166f3049/src/main/resources/openapi.yaml	https://github.com/swagger-api/swagger-petstore/blob/8f0dd286987880b4af7bce552aca3813166f3049/src/main/resources/openapi.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/small/yaml_swagger_petstore.yaml	small	tiny	downloaded		8f0dd286987880b4af7bce552aca3813166f3049	GitHub raw URL is resolved to a commit SHA before download.
yaml_k8s_deployment	yaml	github_yaml	https://raw.githubusercontent.com/kubernetes/website/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/application/deployment.yaml	https://github.com/kubernetes/website/blob/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/application/deployment.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	smoke	reviewed_candidate	yaml/github_yaml/tiny/yaml_k8s_deployment.yaml	tiny	tiny	downloaded		1e69ab01d15812065622b8fe473e980a0e436947	GitHub raw URL is resolved to a commit SHA before download.
yaml_k8s_simple_pod	yaml	github_yaml	https://raw.githubusercontent.com/kubernetes/website/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/pods/simple-pod.yaml	https://github.com/kubernetes/website/blob/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/pods/simple-pod.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/tiny/yaml_k8s_simple_pod.yaml	tiny	tiny	downloaded		1e69ab01d15812065622b8fe473e980a0e436947	GitHub raw URL is resolved to a commit SHA before download.
yaml_k8s_load_balancer	yaml	github_yaml	https://raw.githubusercontent.com/kubernetes/website/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/service/load-balancer-example.yaml	https://github.com/kubernetes/website/blob/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/service/load-balancer-example.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/small/yaml_k8s_load_balancer.yaml	small	tiny	downloaded		1e69ab01d15812065622b8fe473e980a0e436947	GitHub raw URL is resolved to a commit SHA before download.
yaml_bitnami_nginx_values	yaml	github_yaml	https://raw.githubusercontent.com/bitnami/charts/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/nginx/values.yaml	https://github.com/bitnami/charts/blob/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/nginx/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/medium/yaml_bitnami_nginx_values.yaml	medium	tiny	downloaded		f9ad394743e85cb52afaded00b2f6c37b4af3157	GitHub raw URL is resolved to a commit SHA before download.
yaml_bitnami_postgresql_values	yaml	github_yaml	https://raw.githubusercontent.com/bitnami/charts/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/postgresql/values.yaml	https://github.com/bitnami/charts/blob/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/postgresql/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/large/yaml_bitnami_postgresql_values.yaml	large	tiny	downloaded		f9ad394743e85cb52afaded00b2f6c37b4af3157	GitHub raw URL is resolved to a commit SHA before download.
yaml_prometheus_values	yaml	github_yaml	https://raw.githubusercontent.com/prometheus-community/helm-charts/efa63abd06f635cd17ea729a8b91c6643c7d802a/charts/prometheus/values.yaml	https://github.com/prometheus-community/helm-charts/blob/efa63abd06f635cd17ea729a8b91c6643c7d802a/charts/prometheus/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/large/yaml_prometheus_values.yaml	large	tiny	downloaded		efa63abd06f635cd17ea729a8b91c6643c7d802a	GitHub raw URL is resolved to a commit SHA before download.
yaml_actions_node	yaml	github_yaml	https://raw.githubusercontent.com/actions/starter-workflows/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/node.js.yml	https://github.com/actions/starter-workflows/blob/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/node.js.yml	MIT	https://opensource.org/license/mit/		yes	disabled	reviewed_candidate	yaml/github_yaml/tiny/yaml_actions_node.yaml	tiny	tiny	downloaded		53d347c66d8b0618d2e4616e1b841b649349c6d7	GitHub raw URL is resolved to a commit SHA before download.
yaml_actions_python	yaml	github_yaml	https://raw.githubusercontent.com/actions/starter-workflows/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/python-app.yml	https://github.com/actions/starter-workflows/blob/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/python-app.yml	MIT	https://opensource.org/license/mit/		yes	disabled	reviewed_candidate	yaml/github_yaml/tiny/yaml_actions_python.yaml	tiny	tiny	downloaded		53d347c66d8b0618d2e4616e1b841b649349c6d7	GitHub raw URL is resolved to a commit SHA before download.
yaml_grafana_values	yaml	github_yaml	https://raw.githubusercontent.com/grafana/helm-charts/0cb44b98b41df1bc345376ac40897453fa88df93/charts/grafana/values.yaml	https://github.com/grafana/helm-charts/blob/0cb44b98b41df1bc345376ac40897453fa88df93/charts/grafana/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		yes	disabled	reviewed_candidate	yaml/github_yaml/large/yaml_grafana_values.yaml	large		failed	404 Client Error: Not Found for url: https://raw.githubusercontent.com/grafana/helm-charts/0cb44b98b41df1bc345376ac40897453fa88df93/charts/grafana/values.yaml	0cb44b98b41df1bc345376ac40897453fa88df93	GitHub raw URL is resolved to a commit SHA before download.
xml_wb_population	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL?format=xml&per_page=20000	https://data.worldbank.org/indicator/SP.POP.TOTL	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	smoke	reviewed_candidate	xml/worldbank_api/large/xml_wb_population.xml	large	medium	reused		current	
xml_wb_gdp	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/NY.GDP.MKTP.CD?format=xml&per_page=20000	https://data.worldbank.org/indicator/NY.GDP.MKTP.CD	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_gdp.xml	large	medium	reused		current	
xml_wb_co2	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/EN.ATM.CO2E.KT?format=xml&per_page=20000	https://data.worldbank.org/indicator/EN.ATM.CO2E.KT	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_co2.xml	large	tiny	reused		current	
xml_wb_school	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SE.PRM.ENRR?format=xml&per_page=20000	https://data.worldbank.org/indicator/SE.PRM.ENRR	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_school.xml	large	medium	reused		current	
xml_wb_health	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SH.XPD.CHEX.GD.ZS?format=xml&per_page=20000	https://data.worldbank.org/indicator/SH.XPD.CHEX.GD.ZS	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_health.xml	large	medium	reused		current	
xml_wb_forest	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/AG.LND.FRST.ZS?format=xml&per_page=20000	https://data.worldbank.org/indicator/AG.LND.FRST.ZS	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_forest.xml	large	medium	reused		current	
xml_wb_electricity	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/EG.USE.ELEC.KH.PC?format=xml&per_page=20000	https://data.worldbank.org/indicator/EG.USE.ELEC.KH.PC	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_electricity.xml	large	medium	reused		current	
xml_wb_unemployment	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SL.UEM.TOTL.ZS?format=xml&per_page=20000	https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_unemployment.xml	large	medium	reused		current	
xml_wb_internet	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/IT.NET.USER.ZS?format=xml&per_page=20000	https://data.worldbank.org/indicator/IT.NET.USER.ZS	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_internet.xml	large	medium	downloaded		current	
xml_wb_life	xml	worldbank_api	https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=xml&per_page=20000	https://data.worldbank.org/indicator/SP.DYN.LE00.IN	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		yes	disabled	reviewed_candidate	xml/worldbank_api/large/xml_wb_life.xml	large	medium	reused		current	
zip_gutenberg_moby_dick_html	zip	gutenberg_books	https://www.gutenberg.org/cache/epub/2701/pg2701-h.zip	https://www.gutenberg.org/ebooks/2701	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	disabled	reviewed_candidate	zip/gutenberg_books/medium/pg2701-h.zip	medium		failed	('Connection broken: IncompleteRead(448775 bytes read, 627558 more expected)', IncompleteRead(448775 bytes read, 627558 more expected))	current	ZIP archive audited before manifest write.
zip_gutenberg_frankenstein_html	zip	gutenberg_books	https://www.gutenberg.org/cache/epub/84/pg84-h.zip	https://www.gutenberg.org/ebooks/84	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	disabled	reviewed_candidate	zip/gutenberg_books/small/pg84-h.zip	small		failed	('Connection broken: IncompleteRead(740496 bytes read, 66862 more expected)', IncompleteRead(740496 bytes read, 66862 more expected))	current	ZIP archive audited before manifest write.
zip_gutenberg_dracula_html	zip	gutenberg_books	https://www.gutenberg.org/cache/epub/345/pg345-h.zip	https://www.gutenberg.org/ebooks/345	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	disabled	reviewed_candidate	zip/gutenberg_books/small/pg345-h.zip	small		failed	('Connection broken: IncompleteRead(152976 bytes read, 575731 more expected)', IncompleteRead(152976 bytes read, 575731 more expected))	current	ZIP archive audited before manifest write.
zip_gutenberg_sherlock_html	zip	gutenberg_books	https://www.gutenberg.org/cache/epub/1661/pg1661-h.zip	https://www.gutenberg.org/ebooks/1661	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	smoke	reviewed_candidate	zip/gutenberg_books/small/pg1661-h.zip	small	small	reused		current	ZIP archive audited before manifest write.
zip_gutenberg_alice_html	zip	gutenberg_books	https://www.gutenberg.org/cache/epub/11/pg11-h.zip	https://www.gutenberg.org/ebooks/11	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		yes	disabled	reviewed_candidate	zip/gutenberg_books/small/pg11-h.zip	small	small	reused		current	ZIP archive audited before manifest write.
zip_census_state	zip	census_tiger	https://www2.census.gov/geo/tiger/TIGER2024/STATE/tl_2024_us_state.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	zip/census_tiger/medium/tl_2024_us_state.zip	medium		catalog_only		current	Catalog only: Census host returned 403 to this environment during HEAD probes.
zip_census_county	zip	census_tiger	https://www2.census.gov/geo/tiger/TIGER2024/COUNTY/tl_2024_us_county.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	zip/census_tiger/medium/tl_2024_us_county.zip	medium		catalog_only		current	Catalog only: Census host returned 403 to this environment during HEAD probes.
zip_census_place	zip	census_tiger	https://www2.census.gov/geo/tiger/TIGER2024/PLACE/tl_2024_us_place.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		yes	disabled	reviewed_candidate	zip/census_tiger/medium/tl_2024_us_place.zip	medium		catalog_only		current	Catalog only: Census host returned 403 to this environment during HEAD probes.
