row_id,series,region,score,ratio,active,category,notes,url
9338,series_5,amer,45506,0.338,true,stress,"row 9338 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9338
9339,series_6,latam,45543,0.339,false,delta,"row 9339 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9339
9340,series_7,apac,45580,0.340,true,baseline,"row 9340 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9340
9341,series_8,emea,45617,0.341,false,extended,"row 9341 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9341
9342,series_9,amer,45654,0.342,true,stress,"row 9342 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9342
9343,series_10,latam,45691,0.343,false,delta,"row 9343 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9343
9344,series_11,apac,45728,0.344,true,baseline,"row 9344 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9344
9345,series_12,emea,45765,0.345,false,extended,"row 9345 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9345
9346,series_13,amer,45802,0.346,true,stress,"row 9346 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9346
9347,series_14,latam,45839,0.347,false,delta,"row 9347 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9347
9348,series_15,apac,45876,0.348,true,baseline,"row 9348 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9348
9349,series_16,emea,45913,0.349,false,extended,"row 9349 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9349
9350,series_0,amer,45950,0.350,true,stress,"row 9350 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9350
9351,series_1,latam,45987,0.351,false,delta,"row 9351 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9351
9352,series_2,apac,46024,0.352,true,baseline,"row 9352 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9352
9353,series_3,emea,46061,0.353,false,extended,"row 9353 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9353
9354,series_4,amer,46098,0.354,true,stress,"row 9354 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9354
9355,series_5,latam,46135,0.355,false,delta,"row 9355 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9355
9356,series_6,apac,46172,0.356,true,baseline,"row 9356 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9356
9357,series_7,emea,46209,0.357,false,extended,"row 9357 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9357
9358,series_8,amer,46246,0.358,true,stress,"row 9358 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9358
9359,series_9,latam,46283,0.359,false,delta,"row 9359 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9359
9360,series_10,apac,46320,0.360,true,baseline,"row 9360 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9360
9361,series_11,emea,46357,0.361,false,extended,"row 9361 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9361
9362,series_12,amer,46394,0.362,true,stress,"row 9362 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9362
9363,series_13,latam,46431,0.363,false,delta,"row 9363 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9363
9364,series_14,apac,46468,0.364,true,baseline,"row 9364 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9364
9365,series_15,emea,46505,0.365,false,extended,"row 9365 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9365
9366,series_16,amer,46542,0.366,true,stress,"row 9366 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9366
9367,series_0,latam,46579,0.367,false,delta,"row 9367 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9367
9368,series_1,apac,46616,0.368,true,baseline,"row 9368 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9368
9369,series_2,emea,46653,0.369,false,extended,"row 9369 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9369
9370,series_3,amer,46690,0.370,true,stress,"row 9370 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9370
9371,series_4,latam,46727,0.371,false,delta,"row 9371 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9371
9372,series_5,apac,46764,0.372,true,baseline,"row 9372 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9372
9373,series_6,emea,46801,0.373,false,extended,"row 9373 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9373
9374,series_7,amer,46838,0.374,true,stress,"row 9374 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9374
9375,series_8,latam,46875,0.375,false,delta,"row 9375 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9375
9376,series_9,apac,46912,0.376,true,baseline,"row 9376 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9376
9377,series_10,emea,46949,0.377,false,extended,"row 9377 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9377
9378,series_11,amer,46986,0.378,true,stress,"row 9378 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9378
9379,series_12,latam,47023,0.379,false,delta,"row 9379 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9379
9380,series_13,apac,47060,0.380,true,baseline,"row 9380 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9380
9381,series_14,emea,47097,0.381,false,extended,"row 9381 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9381
9382,series_15,amer,47134,0.382,true,stress,"row 9382 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9382
9383,series_16,latam,47171,0.383,false,delta,"row 9383 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9383
9384,series_0,apac,47208,0.384,true,baseline,"row 9384 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9384
9385,series_1,emea,47245,0.385,false,extended,"row 9385 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9385
9386,series_2,amer,47282,0.386,true,stress,"row 9386 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9386
9387,series_3,latam,47319,0.387,false,delta,"row 9387 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9387
9388,series_4,apac,47356,0.388,true,baseline,"row 9388 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9388
9389,series_5,emea,47393,0.389,false,extended,"row 9389 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9389
9390,series_6,amer,47430,0.390,true,stress,"row 9390 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9390
9391,series_7,latam,47467,0.391,false,delta,"row 9391 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9391
9392,series_8,apac,47504,0.392,true,baseline,"row 9392 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9392
9393,series_9,emea,47541,0.393,false,extended,"row 9393 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9393
9394,series_10,amer,47578,0.394,true,stress,"row 9394 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9394
9395,series_11,latam,47615,0.395,false,delta,"row 9395 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9395
9396,series_12,apac,47652,0.396,true,baseline,"row 9396 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9396
9397,series_13,emea,47689,0.397,false,extended,"row 9397 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9397
9398,series_14,amer,47726,0.398,true,stress,"row 9398 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9398
9399,series_15,latam,47763,0.399,false,delta,"row 9399 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9399
9400,series_16,apac,47800,0.400,true,baseline,"row 9400 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9400
9401,series_0,emea,47837,0.401,false,extended,"row 9401 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9401
9402,series_1,amer,47874,0.402,true,stress,"row 9402 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9402
9403,series_2,latam,47911,0.403,false,delta,"row 9403 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9403
9404,series_3,apac,47948,0.404,true,baseline,"row 9404 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9404
9405,series_4,emea,47985,0.405,false,extended,"row 9405 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9405
9406,series_5,amer,48022,0.406,true,stress,"row 9406 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9406
9407,series_6,latam,48059,0.407,false,delta,"row 9407 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9407
9408,series_7,apac,48096,0.408,true,baseline,"row 9408 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9408
9409,series_8,emea,48133,0.409,false,extended,"row 9409 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9409
9410,series_9,amer,48170,0.410,true,stress,"row 9410 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9410
9411,series_10,latam,48207,0.411,false,delta,"row 9411 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9411
9412,series_11,apac,48244,0.412,true,baseline,"row 9412 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9412
9413,series_12,emea,48281,0.413,false,extended,"row 9413 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9413
9414,series_13,amer,48318,0.414,true,stress,"row 9414 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9414
9415,series_14,latam,48355,0.415,false,delta,"row 9415 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9415
9416,series_15,apac,48392,0.416,true,baseline,"row 9416 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9416
9417,series_16,emea,48429,0.417,false,extended,"row 9417 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9417
9418,series_0,amer,48466,0.418,true,stress,"row 9418 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9418
9419,series_1,latam,48503,0.419,false,delta,"row 9419 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9419
9420,series_2,apac,48540,0.420,true,baseline,"row 9420 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9420
9421,series_3,emea,48577,0.421,false,extended,"row 9421 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9421
9422,series_4,amer,48614,0.422,true,stress,"row 9422 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9422
9423,series_5,latam,48651,0.423,false,delta,"row 9423 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9423
9424,series_6,apac,48688,0.424,true,baseline,"row 9424 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9424
9425,series_7,emea,48725,0.425,false,extended,"row 9425 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9425
9426,series_8,amer,48762,0.426,true,stress,"row 9426 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9426
9427,series_9,latam,48799,0.427,false,delta,"row 9427 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9427
9428,series_10,apac,48836,0.428,true,baseline,"row 9428 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9428
9429,series_11,emea,48873,0.429,false,extended,"row 9429 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9429
9430,series_12,amer,48910,0.430,true,stress,"row 9430 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9430
9431,series_13,latam,48947,0.431,false,delta,"row 9431 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9431
9432,series_14,apac,48984,0.432,true,baseline,"row 9432 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9432
9433,series_15,emea,49021,0.433,false,extended,"row 9433 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9433
9434,series_16,amer,49058,0.434,true,stress,"row 9434 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9434
9435,series_0,latam,49095,0.435,false,delta,"row 9435 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9435
9436,series_1,apac,49132,0.436,true,baseline,"row 9436 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9436
9437,series_2,emea,49169,0.437,false,extended,"row 9437 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9437
9438,series_3,amer,49206,0.438,true,stress,"row 9438 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9438
9439,series_4,latam,49243,0.439,false,delta,"row 9439 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9439
9440,series_5,apac,49280,0.440,true,baseline,"row 9440 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9440
9441,series_6,emea,49317,0.441,false,extended,"row 9441 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9441
9442,series_7,amer,49354,0.442,true,stress,"row 9442 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9442
9443,series_8,latam,49391,0.443,false,delta,"row 9443 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9443
9444,series_9,apac,49428,0.444,true,baseline,"row 9444 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9444
9445,series_10,emea,49465,0.445,false,extended,"row 9445 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9445
9446,series_11,amer,49502,0.446,true,stress,"row 9446 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9446
9447,series_12,latam,49539,0.447,false,delta,"row 9447 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9447
9448,series_13,apac,49576,0.448,true,baseline,"row 9448 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9448
9449,series_14,emea,49613,0.449,false,extended,"row 9449 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9449
9450,series_15,amer,49650,0.450,true,stress,"row 9450 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9450
9451,series_16,latam,49687,0.451,false,delta,"row 9451 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9451
9452,series_0,apac,49724,0.452,true,baseline,"row 9452 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9452
9453,series_1,emea,49761,0.453,false,extended,"row 9453 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9453
9454,series_2,amer,49798,0.454,true,stress,"row 9454 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9454
9455,series_3,latam,49835,0.455,false,delta,"row 9455 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9455
9456,series_4,apac,49872,0.456,true,baseline,"row 9456 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9456
9457,series_5,emea,49909,0.457,false,extended,"row 9457 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9457
9458,series_6,amer,49946,0.458,true,stress,"row 9458 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9458
9459,series_7,latam,49983,0.459,false,delta,"row 9459 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9459
9460,series_8,apac,50020,0.460,true,baseline,"row 9460 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9460
9461,series_9,emea,50057,0.461,false,extended,"row 9461 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9461
9462,series_10,amer,50094,0.462,true,stress,"row 9462 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9462
9463,series_11,latam,50131,0.463,false,delta,"row 9463 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9463
9464,series_12,apac,50168,0.464,true,baseline,"row 9464 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9464
9465,series_13,emea,50205,0.465,false,extended,"row 9465 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9465
9466,series_14,amer,50242,0.466,true,stress,"row 9466 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9466
9467,series_15,latam,50279,0.467,false,delta,"row 9467 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9467
9468,series_16,apac,50316,0.468,true,baseline,"row 9468 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9468
9469,series_0,emea,50353,0.469,false,extended,"row 9469 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9469
9470,series_1,amer,50390,0.470,true,stress,"row 9470 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9470
9471,series_2,latam,50427,0.471,false,delta,"row 9471 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9471
9472,series_3,apac,50464,0.472,true,baseline,"row 9472 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9472
9473,series_4,emea,50501,0.473,false,extended,"row 9473 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9473
9474,series_5,amer,50538,0.474,true,stress,"row 9474 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9474
9475,series_6,latam,50575,0.475,false,delta,"row 9475 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9475
9476,series_7,apac,50612,0.476,true,baseline,"row 9476 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9476
9477,series_8,emea,50649,0.477,false,extended,"row 9477 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9477
9478,series_9,amer,50686,0.478,true,stress,"row 9478 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9478
9479,series_10,latam,50723,0.479,false,delta,"row 9479 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9479
9480,series_11,apac,50760,0.480,true,baseline,"row 9480 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9480
9481,series_12,emea,50797,0.481,false,extended,"row 9481 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9481
9482,series_13,amer,50834,0.482,true,stress,"row 9482 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9482
9483,series_14,latam,50871,0.483,false,delta,"row 9483 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9483
9484,series_15,apac,50908,0.484,true,baseline,"row 9484 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9484
9485,series_16,emea,50945,0.485,false,extended,"row 9485 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9485
9486,series_0,amer,50982,0.486,true,stress,"row 9486 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9486
9487,series_1,latam,51019,0.487,false,delta,"row 9487 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9487
9488,series_2,apac,51056,0.488,true,baseline,"row 9488 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9488
9489,series_3,emea,51093,0.489,false,extended,"row 9489 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9489
9490,series_4,amer,51130,0.490,true,stress,"row 9490 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9490
9491,series_5,latam,51167,0.491,false,delta,"row 9491 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9491
9492,series_6,apac,51204,0.492,true,baseline,"row 9492 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9492
9493,series_7,emea,51241,0.493,false,extended,"row 9493 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9493
9494,series_8,amer,51278,0.494,true,stress,"row 9494 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9494
9495,series_9,latam,51315,0.495,false,delta,"row 9495 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9495
9496,series_10,apac,51352,0.496,true,baseline,"row 9496 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9496
9497,series_11,emea,51389,0.497,false,extended,"row 9497 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9497
9498,series_12,amer,51426,0.498,true,stress,"row 9498 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9498
9499,series_13,latam,51463,0.499,false,delta,"row 9499 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9499
9500,series_14,apac,51500,0.500,true,baseline,"row 9500 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9500
9501,series_15,emea,51537,0.501,false,extended,"row 9501 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9501
9502,series_16,amer,51574,0.502,true,stress,"row 9502 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9502
9503,series_0,latam,51611,0.503,false,delta,"row 9503 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9503
9504,series_1,apac,51648,0.504,true,baseline,"row 9504 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9504
9505,series_2,emea,51685,0.505,false,extended,"row 9505 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9505
9506,series_3,amer,51722,0.506,true,stress,"row 9506 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9506
9507,series_4,latam,51759,0.507,false,delta,"row 9507 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9507
9508,series_5,apac,51796,0.508,true,baseline,"row 9508 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9508
9509,series_6,emea,51833,0.509,false,extended,"row 9509 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9509
9510,series_7,amer,51870,0.510,true,stress,"row 9510 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9510
9511,series_8,latam,51907,0.511,false,delta,"row 9511 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9511
9512,series_9,apac,51944,0.512,true,baseline,"row 9512 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9512
9513,series_10,emea,51981,0.513,false,extended,"row 9513 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9513
9514,series_11,amer,52018,0.514,true,stress,"row 9514 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9514
9515,series_12,latam,52055,0.515,false,delta,"row 9515 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9515
9516,series_13,apac,52092,0.516,true,baseline,"row 9516 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9516
9517,series_14,emea,52129,0.517,false,extended,"row 9517 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9517
9518,series_15,amer,52166,0.518,true,stress,"row 9518 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9518
9519,series_16,latam,52203,0.519,false,delta,"row 9519 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9519
9520,series_0,apac,52240,0.520,true,baseline,"row 9520 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9520
9521,series_1,emea,52277,0.521,false,extended,"row 9521 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9521
9522,series_2,amer,52314,0.522,true,stress,"row 9522 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9522
9523,series_3,latam,52351,0.523,false,delta,"row 9523 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9523
9524,series_4,apac,52388,0.524,true,baseline,"row 9524 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9524
9525,series_5,emea,52425,0.525,false,extended,"row 9525 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9525
9526,series_6,amer,52462,0.526,true,stress,"row 9526 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9526
9527,series_7,latam,52499,0.527,false,delta,"row 9527 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9527
9528,series_8,apac,52536,0.528,true,baseline,"row 9528 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9528
9529,series_9,emea,52573,0.529,false,extended,"row 9529 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9529
9530,series_10,amer,52610,0.530,true,stress,"row 9530 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9530
9531,series_11,latam,52647,0.531,false,delta,"row 9531 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9531
9532,series_12,apac,52684,0.532,true,baseline,"row 9532 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9532
9533,series_13,emea,52721,0.533,false,extended,"row 9533 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9533
9534,series_14,amer,52758,0.534,true,stress,"row 9534 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9534
9535,series_15,latam,52795,0.535,false,delta,"row 9535 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9535
9536,series_16,apac,52832,0.536,true,baseline,"row 9536 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9536
9537,series_0,emea,52869,0.537,false,extended,"row 9537 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9537
9538,series_1,amer,52906,0.538,true,stress,"row 9538 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9538
9539,series_2,latam,52943,0.539,false,delta,"row 9539 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9539
9540,series_3,apac,52980,0.540,true,baseline,"row 9540 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9540
9541,series_4,emea,53017,0.541,false,extended,"row 9541 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9541
9542,series_5,amer,53054,0.542,true,stress,"row 9542 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9542
9543,series_6,latam,53091,0.543,false,delta,"row 9543 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9543
9544,series_7,apac,53128,0.544,true,baseline,"row 9544 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9544
9545,series_8,emea,53165,0.545,false,extended,"row 9545 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9545
9546,series_9,amer,53202,0.546,true,stress,"row 9546 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9546
9547,series_10,latam,53239,0.547,false,delta,"row 9547 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9547
9548,series_11,apac,53276,0.548,true,baseline,"row 9548 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9548
9549,series_12,emea,53313,0.549,false,extended,"row 9549 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9549
9550,series_13,amer,53350,0.550,true,stress,"row 9550 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9550
9551,series_14,latam,53387,0.551,false,delta,"row 9551 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9551
9552,series_15,apac,53424,0.552,true,baseline,"row 9552 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9552
9553,series_16,emea,53461,0.553,false,extended,"row 9553 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9553
9554,series_0,amer,53498,0.554,true,stress,"row 9554 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/9554
