id	format	path	source_type	source_id	license_status	license_review_status	privacy	size_class	features	expected_signals	quality_tier	original_url	local_cache_path	notes
pdf_booking_layout_markitdown_movie	pdf	external_quality/pdf/markitdown-repo/packages/markitdown/tests/test_files/movie-theater-booking-2024.pdf	tool_fixture	microsoft_markitdown_tests	needs_review	approved	external_cache	small	pdf;form_layout;text_pdf;booking	no_empty_output;contains_all:BOOKING ORDER|STARLIGHT CINEMAS|Holiday Movie Marathon Package|Universal Studios Distribution|$11,250.00	reference	https://github.com/microsoft/markitdown	external_quality/pdf/markitdown-repo/packages/markitdown/tests/test_files	small booking-order PDF from upstream MarkItDown tests with dense labeled form layout and stable monetary values
pdf_section_numbering_markitdown_test	pdf	external_quality/pdf/markitdown/test.pdf	tool_fixture	microsoft_markitdown_tests	needs_review	approved	external_cache	medium	pdf;section_numbering;academic_layout;text_pdf	no_empty_output;contains_all:1 Introduction|1 Customizable and conversable agents.|2 Conversation programming.;contains:While there is contemporaneous exploration;max_long_token_len:80	reference	https://github.com/microsoft/markitdown	external_quality/pdf/markitdown	academic text PDF from upstream MarkItDown tests with numbered sections and column-fragmented text flow; signal stays readability-level only
pdf_cjk_text_pdfjs_simfang_variant	pdf	external_quality/pdf/pdfjs/SimFang-variant.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;cjk;text_pdf;encoding;layout	no_empty_output;contains:全世界无产者，联合起来	reference	https://github.com/mozilla/pdf.js	external_quality/pdf/pdfjs	small Apache-2.0 pdf.js CJK font fixture; current native extraction now surfaces readable CJK text rather than the earlier mojibake boundary
pdf_cjk_text_pdfjs_simfang_variant_counts	pdf	external_quality/pdf/pdfjs/SimFang-variant.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;cjk;text_pdf;encoding;layout;count_assertion	no_empty_output;exact_count:# 全世界无产者，联合起来 A=1;not_contains:�;not_contains:￿	reference	https://github.com/mozilla/pdf.js	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js SimFang CJK sample; catches mojibake or duplicate heading emission while preserving the current visible mixed CJK+Latin heading
pdf_scan_boundary_markitdown_medrpt	pdf	external_quality/pdf/markitdown-repo/packages/markitdown/tests/test_files/MEDRPT-2024-PAT-3847_medical_report_scan.pdf	tool_fixture	microsoft_markitdown_tests	needs_review	approved	external_cache	medium	pdf;scanned;ocr_boundary;image_only	no_empty_output;image_ref	reference	https://github.com/microsoft/markitdown	external_quality/pdf/markitdown-repo/packages/markitdown/tests/test_files	scan-only medical-report PDF; current native path emits page images only and does not expect OCR text
pdf_tounicode_unicode_markitdown_test	pdf	external_quality/pdf/markitdown/test.pdf	tool_fixture	microsoft_markitdown_tests	needs_review	approved	external_cache	medium	pdf;tounicode;unicode;text_pdf	no_empty_output;contains_all:1 Introduction|1 Customizable and conversable agents.|2 Conversation programming.;metadata_file;max_long_token_len:80	reference	https://github.com/microsoft/markitdown	external_quality/pdf/markitdown	small text PDF with embedded /ToUnicode CMaps on multiple fonts; exercises Level 1 codespacerange+bfchar+bfrange mapping on readable native text
pdf_tounicode_unicode_pdfjs_arabic_cidtruetype	pdf	external_quality/pdf/pdfjs/ArabicCIDTrueType.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;tounicode;unicode;text_pdf;cidfont	no_empty_output;contains:ﺔﻴﺑﺮﻌﻟاطﻮﻄﳋاعاﻮﻧا;metadata_file;max_long_token_len:80	reference	https://github.com/mozilla/pdf.js	external_quality/pdf/pdfjs	small Apache-2.0 pdf.js Type0/CIDFont fixture with /ToUnicode bfchar mappings; current output emits stable readable Arabic presentation-form text without U+FFFF or mojibake
pdf_tounicode_unicode_pdfjs_arabic_cidtruetype_counts	pdf	external_quality/pdf/pdfjs/ArabicCIDTrueType.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;tounicode;unicode;text_pdf;cidfont;count_assertion	no_empty_output;exact_count:ﺔﻴﺑﺮﻌﻟاطﻮﻄﳋاعاﻮﻧاﺔﻴﺑﺮﻌﻟاطﻮﻄﳋاعاﻮﻧاﺔﻴﺑﺮﻌﻟاطﻮﻄﳋاعاﻮﻧاﺔﻴﺑﺮﻌﻟاطﻮﻄﳋاعاﻮﻧا=1;not_contains:�;not_contains:￿	reference	https://github.com/mozilla/pdf.js	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js Arabic CID TrueType sample; catches duplicate line splitting or Unicode replacement leakage on the current stable /ToUnicode path
pdf_identity_tounicode_pdfjs_charcodeof	pdf	external_quality/pdf/pdfjs/IdentityToUnicodeMap_charCodeOf.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;tounicode;unicode;text_pdf;identity_map	no_empty_output;contains:ABCdef;max_long_token_len:20	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/IdentityToUnicodeMap_charCodeOf.pdf	external_quality/pdf/pdfjs	small Apache-2.0 pdf.js identity-map fixture with stable /ToUnicode text; useful positive control for charCodeOf-style extraction
pdf_identity_tounicode_pdfjs_charcodeof_counts	pdf	external_quality/pdf/pdfjs/IdentityToUnicodeMap_charCodeOf.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;tounicode;unicode;text_pdf;identity_map;count_assertion	no_empty_output;exact_count:# ABCdef=1;max_count:bad tounicode=0;not_contains:�;not_contains:￿	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/IdentityToUnicodeMap_charCodeOf.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js IdentityToUnicodeMap sample; catches duplicate heading emission or replacement-glyph leakage while preserving the current corpus-runner-visible heading-only output
pdf_bad_tounicode_pdfjs_arial_unicode_ab_cidfont	pdf	external_quality/pdf/pdfjs/arial_unicode_ab_cidfont.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;tounicode;invalid_unicode_map;cidfont	no_empty_output;not_contains:￿	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/arial_unicode_ab_cidfont.pdf	external_quality/pdf/pdfjs	Small Apache-2.0 pdf.js CIDFont sample whose embedded /ToUnicode CMap maps each code to U+FFFF; current native extraction no longer leaks U+FFFF replacement glyphs into normal output
pdf_bad_tounicode_pdfjs_arial_unicode_ab_cidfont_counts	pdf	external_quality/pdf/pdfjs/arial_unicode_ab_cidfont.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;tounicode;invalid_unicode_map;cidfont;count_assertion	no_empty_output;exact_count:᧒ᥱᦎᦫ=1;not_contains:�;not_contains:￿	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/arial_unicode_ab_cidfont.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js invalid-ToUnicode CIDFont sample; catches replacement-glyph leakage while preserving the current non-empty fallback text path
pdf_type0_identity_no_tounicode_pdfjs_arial_unicode_en_cidfont	pdf	external_quality/pdf/pdfjs/arial_unicode_en_cidfont.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;type0;cidfont;identity_h;no_tounicode;text_pdf	no_empty_output;contains:This is an Arial Unicode PDF	reference	https://github.com/mozilla/pdf.js	external_quality/pdf/pdfjs	small Apache-2.0 pdf.js Type0/CIDFontType2 sample with /Identity-H and no /ToUnicode; current native extraction now recovers the visible English text instead of shifted garbage
pdf_type0_identity_no_tounicode_pdfjs_arial_unicode_en_cidfont_counts	pdf	external_quality/pdf/pdfjs/arial_unicode_en_cidfont.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;type0;cidfont;identity_h;no_tounicode;text_pdf;count_assertion	no_empty_output;exact_count:This is an Arial Unicode PDF from OpenOffice.=1;not_contains:�;not_contains:￿	reference	https://github.com/mozilla/pdf.js	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js Identity-H no-ToUnicode English sample; catches regressions back to shifted garbage or duplicated sentence emission
docx_comments_rich_para_python_docx	docx	external_quality/docx/python-docx/comments-rich-para.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;comment;hyperlink;image	no_empty_output;contains_all:Document text|## Comments|Steve Canny;link_ref;image_ref	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/comments-rich-para.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample with rich comment bodies containing hyperlinks and inline images; exercises comment appendix inline preservation
docx_comments_rich_para_python_docx_counts	docx	external_quality/docx/python-docx/comments-rich-para.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;comment;count_guard;duplicate_guard	no_empty_output;exact_count:## Comments=1;exact_count:[comment 1]=1;exact_count:Steve Canny=1;max_count:## Footnotes=0	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/comments-rich-para.docx	external_quality/docx/python-docx	Local-only count guard on python-docx rich comment sample; catches duplicate comment appendix or repeated inline marker emission
docx_hyperlinks_python_docx_par_hyperlinks	docx	external_quality/docx/python-docx/par-hyperlinks.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;hyperlink;paragraph_order	no_empty_output;contains_all:No hyperlinks|awesome hyperlink|third;link_ref	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hyperlinks.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample with multiple external hyperlinks in paragraph order
docx_hlink_anchor_only_python_docx_par_hlink_frags	docx	external_quality/docx/python-docx/par-hlink-frags.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;hyperlink;bookmark_anchor	no_empty_output;contains:[link to bookmark](#linkedBookmark);order:Two with|link to bookmark|Seven with	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hlink-frags.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample with anchor-only bookmark hyperlink; expected markdown should preserve internal fragment target
docx_hlink_external_anchor_python_docx_par_hlink_frags	docx	external_quality/docx/python-docx/par-hlink-frags.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;hyperlink;external_anchor	no_empty_output;contains:[http://foo.com#introduction](http://foo.com/#intro);contains:[https://foo.com?q=bar#the-bar](https://foo.com?q=bar#baz)	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hlink-frags.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample covering external hyperlink targets with separate anchor fragments and literal fragment-bearing addresses
docx_images_python_docx_having_images	docx	external_quality/docx/python-docx/having-images.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	medium	docx;image;ooxml_zip	no_empty_output;image_ref;asset_count_min:3	reference	https://github.com/python-openxml/python-docx/blob/master/tests/test_files/having-images.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample with multiple inline images and no surrounding narrative text; useful image export smoke
docx_images_python_docx_having_images_counts	docx	external_quality/docx/python-docx/having-images.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	medium	docx;image;count_guard;asset_export	no_empty_output;exact_count:![image](assets/=5;max_count:## Comments=0;max_count:## Footnotes=0;max_count:## Endnotes=0;image_ref;asset_count_min:3	reference	https://github.com/python-openxml/python-docx/blob/master/tests/test_files/having-images.docx	external_quality/docx/python-docx	Local-only repeated-image guard on python-docx sample; locks the current five inline image references without depending on exporter-specific asset filenames or assuming image deduplication semantics
pptx_notes_python_pptx_sld_notes_feature	pptx	external_quality/pptx/python-pptx/sld-notes-feature.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;notes;presentationml	no_empty_output;contains_all:## Slide 1|### Speaker Notes|Notes	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/sld-notes.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx notes slide sample; keeps speaker notes in the normal PPTX path
pptx_notes_python_pptx_sld_notes_counts	pptx	external_quality/pptx/python-pptx/sld-notes.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;notes;count_guard;duplicate_guard	no_empty_output;exact_count:### Speaker Notes=1;exact_count:## Slide 2=1;exact_count:(empty)=1;max_count:### Comments=0;order:## Slide 1|### Speaker Notes|Notes|## Slide 2	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/sld-notes.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx slide-notes sample; catches duplicated speaker-notes sections or appendix bleed while preserving the current blank second slide policy
pptx_comments_openxmlsdk_viewpr_showcomments_counts	pptx	external_quality/pptx/openxml-sdk/viewPr-showComments-1.pptx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	pptx;comments;count_guard;duplicate_guard	no_empty_output;exact_count:### Comments=1;exact_count:PowerPoint Rocks!!!=1;exact_count:PowerPoint Logo!=1;exact_count:showComments=2;order:Do NOT resave this presentation.|### Comments|PowerPoint Rocks!!!	reference	https://github.com/dotnet/Open-XML-SDK	external_quality/pptx/openxml-sdk	Local-only count guard on Open XML SDK PPTX comments sample; catches duplicated comment appendix lines or reordered comments after body text
pptx_group_table_image_python_pptx_test_slides_counts	pptx	external_quality/pptx/python-pptx/test_slides.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;grouped_shapes;table;count_guard;duplicate_guard	no_empty_output;exact_count:Group test text=1;exact_count:Test text=1;exact_count:Box 1=1;exact_count:Box 2=1;table_marker;order:Group test text|Test text|Box 1|Box 2	reference	https://github.com/scanny/python-pptx/blob/master/tests/test_files/test_slides.pptx	external_quality/pptx/python-pptx	Local-only grouped-shape count guard on python-pptx grouped/table sample; catches duplicated grouped text or reading-order drift
pptx_chart_props_python_pptx_cht_chart_props_counts	pptx	external_quality/pptx/python-pptx/cht-chart-props.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;title;count_guard	no_empty_output;exact_count:On The Radar=1;exact_count:Explicit Chart Title=1;exact_count:2002-01-05=2;exact_count:Category 4=2;table_marker;order:## Slide 1|On The Radar|## Slide 2|Explicit Chart Title	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-chart-props.pptx	external_quality/pptx/python-pptx	Local-only chart-title count guard on python-pptx chart-properties sample; locks current two-chart-per-slide behavior without allowing title duplication
pptx_chart_access_python_pptx_shp_access_chart_empty_slide_guard	pptx	external_quality/pptx/python-pptx/shp-access-chart.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;chart;empty_table_guard;count_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:(empty)=1;max_count:|  |  |=0;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/shp-access-chart.pptx	external_quality/pptx/python-pptx	Local-only guard for python-pptx chart-shape access sample after empty explicit-table suppression; catches regressions where a blank placeholder table leaks back into normal output
pptx_chart_series_python_pptx_cht_series	pptx	external_quality/pptx/python-pptx/cht-series.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;table_like;presentationml	no_empty_output;contains_all:Series 1|Category 1|Chart data not embedded in chart cache;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-series.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-series sample with cached table-like chart data plus explicit no-cache cases
pptx_chart_series_python_pptx_cht_series_counts	pptx	external_quality/pptx/python-pptx/cht-series.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;count_guard;fallback;duplicate_guard	no_empty_output;exact_count:[Chart data not embedded in chart cache]=2;exact_count:Foo: 1.2=1;exact_count:Bar: 6.7=1;exact_count:Baz: 9.0=1;exact_count:Series 5=1;exact_count:2002-01-05=2;exact_count:| Category | Sales |=2;exact_count:1st Qtr=2;not_contains:<br>;order:## Slide 4|Foo: 1.2|## Slide 5|[Chart data not embedded in chart cache]|## Slide 8|2002-01-05|## Slide 10|1st Qtr|## Slide 11	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-series.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx chart-series sample; catches fallback regression, no-cache over/under-emission, and raw line-break leakage across mixed chart cache shapes
pptx_chart_datalabels_python_pptx_cht_datalabels_counts	pptx	external_quality/pptx/python-pptx/cht-datalabels.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;data_labels;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:## Slide 3=1;exact_count:## Slide 4=1;exact_count:## Slide 5=1;exact_count:Category 4=2;exact_count:| Category | Series 1 | Series 2 | Series 3 |=2;exact_count:| Category | Sales |=2;exact_count:1st Qtr=2;not_contains:<br>;order:## Slide 1|Category 4|## Slide 3|## Slide 4|1st Qtr|## Slide 5	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-datalabels.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx chart data-label sample; catches repeated slide blocks, table/header duplication drift, and raw line-break leakage in chart-derived output
pptx_picture_python_pptx_shp_picture	pptx	external_quality/pptx/python-pptx/shp-picture.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;image;presentationml	no_empty_output;image_ref;asset_count_min:4	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/shp-picture.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx picture sample with image-only slides and multiple exported assets
pptx_picture_python_pptx_shp_picture_empty_slide_counts	pptx	external_quality/pptx/python-pptx/shp-picture.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;image;asset_export;count_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:![slide-1-image-1](assets/image01.png)=1;exact_count:![slide-1-image-2](assets/image02.png)=1;exact_count:![slide-2-image-1](assets/image03.png)=1;exact_count:![slide-2-image-2](assets/image04.png)=1;max_count:### Comments=0;image_ref;asset_count_min:4;order:## Slide 1|![slide-1-image-1](assets/image01.png)|![slide-1-image-2](assets/image02.png)|## Slide 2|![slide-2-image-1](assets/image03.png)|![slide-2-image-2](assets/image04.png)	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/shp-picture.pptx	external_quality/pptx/python-pptx	Local-only image-only slide guard on python-pptx picture sample; catches dropped slide headings, duplicated image markdown, or reordered exported picture refs across the two-slide deck
docx_comment_inline_media_python_docx_comments_rich_para	docx	external_quality/docx/python-docx/comments-rich-para.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;comment;hyperlink;image	no_empty_output;contains_all:## Comments|Steve Canny: Text with hyperlink|Text with inline image  in the middle.;link_ref;image_ref	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/comments-rich-para.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample with rich comment markdown lowered conservatively into a Comments appendix; keeps hyperlink and inline image evidence
docx_hyperlink_fragments_python_docx_par_hlink_frags_order	docx	external_quality/docx/python-docx/par-hlink-frags.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;hyperlink;bookmark_anchor;external_anchor	no_empty_output;contains_all:[link to bookmark](#linkedBookmark)|[http://foo.com#introduction](http://foo.com/#intro)|[link to file](court-exif.jpg);link_ref;order:Two with|Five with|Eight with	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hlink-frags.docx	external_quality/docx/python-docx	MIT-licensed python-docx hyperlink-fragment sample used as a stricter order/fragment coverage row after generic anchor preservation
docx_hyperlink_fragments_python_docx_par_hlink_frags_counts	docx	external_quality/docx/python-docx/par-hlink-frags.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;hyperlink;count_guard;duplicate_guard	no_empty_output;exact_count:[link to bookmark](#linkedBookmark)=1;exact_count:[https://foo.com](https://foo.com)=1;exact_count:[http://foo.com#introduction](http://foo.com/#intro)=1;exact_count:[link to file](court-exif.jpg)=1;order:One|Two with|Three with|Nine.	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hlink-frags.docx	external_quality/docx/python-docx	Local-only hyperlink-fragment count guard on python-docx sample; catches duplicated anchor/file links and preserves paragraph order
pptx_group_table_image_python_pptx_test_slides	pptx	external_quality/pptx/python-pptx/test_slides.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;grouped_shapes;image;table_like;presentationml	no_empty_output;contains_all:Group test text|Test text|Box 1|Box 2;table_marker;image_ref	reference	https://github.com/scanny/python-pptx/blob/master/tests/test_files/test_slides.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx multi-signal sample with grouped text, slide images, and an explicit table on a single slide
pptx_chart_titles_python_pptx_cht_chart_props	pptx	external_quality/pptx/python-pptx/cht-chart-props.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;title;presentationml	no_empty_output;contains_all:On The Radar|Explicit Chart Title;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-chart-props.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-properties sample; exercises lowering of explicit chart titles instead of silently dropping them
pptx_chart_date_categories_python_pptx_cht_chart_props	pptx	external_quality/pptx/python-pptx/cht-chart-props.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;date_categories;presentationml	no_empty_output;contains_all:2002-01-05|2002-01-09;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-chart-props.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-properties sample with cached Excel date serial categories; current normal output should render readable dates rather than raw serial floats
pptx_chart_date_categories_python_pptx_cht_chart_type	pptx	external_quality/pptx/python-pptx/cht-chart-type.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;date_categories;presentationml	no_empty_output;contains_all:2002-01-05|2002-01-09|1969-01-01|1969-02-20;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-chart-type.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-type sample with multiple chart families and cached date-like categories on more than one slide
pptx_chart_type_python_pptx_cht_chart_type_counts	pptx	external_quality/pptx/python-pptx/cht-chart-type.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;date_categories;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:## Slide 3=1;exact_count:## Slide 4=1;exact_count:## Slide 5=1;exact_count:## Slide 6=1;exact_count:## Slide 7=1;exact_count:## Slide 8=1;exact_count:[Chart data not embedded in chart cache]=7;exact_count:2002-01-05=9;exact_count:2002-01-09=9;exact_count:1969-01-01=1;exact_count:1969-02-20=1;exact_count:| Category | Sales |=2;exact_count:1st Qtr=2;not_contains:<br>;not_contains:<c:;not_contains:<a:;order:## Slide 1|2002-01-05|## Slide 2|Category 4|## Slide 5|[Chart data not embedded in chart cache]|## Slide 7|2002-01-05|## Slide 8|1969-02-20	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-chart-type.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx chart-type sample; locks current multi-chart slide structure, repeated no-cache fallback count, and date-category alignment without allowing raw XML leakage
pptx_chart_fallback_python_pptx_cht_category_access	pptx	external_quality/pptx/python-pptx/cht-category-access.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;multi_level_categories;fallback;presentationml	no_empty_output;contains_all:Foo: 4.3|US: 4.3|CA: 4.3|Chart data not embedded in chart cache	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-category-access.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-category sample mixing direct labels, multi-level category caches, and a no-cache fallback across different slides
pptx_chart_multilevel_categories_python_pptx_cht_category_access_counts	pptx	external_quality/pptx/python-pptx/cht-category-access.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;multi_level_categories;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:## Slide 3=1;exact_count:## Slide 4=1;exact_count:Foo: 4.3=1;exact_count:Baz: 4.4=1;exact_count:US: 4.3=1;exact_count:UK: 4.4=1;exact_count:CA: 4.3=1;exact_count:NY: 4.4=1;exact_count:Chart data not embedded in chart cache=1;order:## Slide 1|Foo: 4.3|## Slide 2|US: 4.3|## Slide 3|Chart data not embedded in chart cache|## Slide 4|CA: 4.3	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-category-access.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx category-access chart sample after multi-level category-cache support; catches regressions that drop slide-level labels back to unlabeled numeric fallback
pptx_chart_access_python_pptx_shp_access_chart	pptx	external_quality/pptx/python-pptx/shp-access-chart.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;chart;presentationml	no_empty_output;contains_all:Category 1|Series 3;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/shp-access-chart.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-shape access sample; keeps chart table lowering active even when a later slide carries an almost-empty chart placeholder
docx_style_numbering_python_docx_num_having_numbering_part	docx	external_quality/docx/python-docx/num-having-numbering-part.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;list;style_numbering	no_empty_output;contains:1. Paragraph having List Number style.	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/num-having-numbering-part.docx	external_quality/docx/python-docx	MIT-licensed python-docx sample where ordered list semantics come from a List Number paragraph style with numId but omitted ilvl; normal output should still emit an ordered list item
docx_style_numbering_python_docx_num_having_numbering_part_counts	docx	external_quality/docx/python-docx/num-having-numbering-part.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;list;style_numbering;count_guard	no_empty_output;exact_count:1. Paragraph having List Number style.=1;max_count:## Comments=0;max_count:## Footnotes=0;max_count:## Endnotes=0	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/num-having-numbering-part.docx	external_quality/docx/python-docx	Local-only numbering count guard on python-docx style-numbering sample; catches duplicate ordered-list lowering or unexpected appendix leakage on a tiny list-style fixture
docx_bookmarks_apache_poi_counts	docx	external_quality/docx/apache-poi/bookmarks.docx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	docx;bookmark;count_guard;paragraph_order	no_empty_output;exact_count:Sample Word Document=1;exact_count:This is a sample Microsoft Word Document having bookmarks.=1;max_count:## Comments=0;max_count:## Footnotes=0;max_count:## Endnotes=0;order:Sample Word Document|This is a sample Microsoft Word Document having bookmarks.	reference	https://github.com/apache/poi/blob/trunk/test-data/document/bookmarks.docx	external_quality/docx/apache-poi	Local-only bookmark/body-text guard on Apache POI sample; catches duplicate body emission or unexpected appendix leakage while preserving the current simple bookmark-neutral body order
xlsx_date_formats_apache_poi_dateformattests	xlsx	external_quality/xlsx/apache-poi/DateFormatTests.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;date_format;time_format	no_empty_output;contains_all:Date Format Tests|Saturday-October-1952|02:35:27.000 PM|01-01-2025;table_marker	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/DateFormatTests.xlsx	external_quality/xlsx/apache-poi	Apache-2.0 Apache POI workbook covering common date/time number formats; useful positive control for readable formatted values rather than raw serials
