row_id	series	region	score	ratio	active	category	notes	url
361	series_4	emea	13357	0.361	false	extended	row 361 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/361
362	series_5	amer	13394	0.362	true	stress	row 362 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/362
363	series_6	latam	13431	0.363	false	delta	row 363 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/363
364	series_7	apac	13468	0.364	true	baseline	row 364 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/364
365	series_8	emea	13505	0.365	false	extended	row 365 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/365
366	series_9	amer	13542	0.366	true	stress	row 366 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/366
367	series_10	latam	13579	0.367	false	delta	row 367 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/367
368	series_11	apac	13616	0.368	true	baseline	row 368 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/368
369	series_12	emea	13653	0.369	false	extended	row 369 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/369
370	series_13	amer	13690	0.370	true	stress	row 370 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/370
371	series_14	latam	13727	0.371	false	delta	row 371 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/371
372	series_15	apac	13764	0.372	true	baseline	row 372 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/372
373	series_16	emea	13801	0.373	false	extended	row 373 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/373
374	series_0	amer	13838	0.374	true	stress	row 374 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/374
375	series_1	latam	13875	0.375	false	delta	row 375 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/375
376	series_2	apac	13912	0.376	true	baseline	row 376 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/376
377	series_3	emea	13949	0.377	false	extended	row 377 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/377
378	series_4	amer	13986	0.378	true	stress	row 378 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/378
379	series_5	latam	14023	0.379	false	delta	row 379 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/379
380	series_6	apac	14060	0.380	true	baseline	row 380 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/380
381	series_7	emea	14097	0.381	false	extended	row 381 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/381
382	series_8	amer	14134	0.382	true	stress	row 382 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/382
383	series_9	latam	14171	0.383	false	delta	row 383 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/383
384	series_10	apac	14208	0.384	true	baseline	row 384 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/384
385	series_11	emea	14245	0.385	false	extended	row 385 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/385
386	series_12	amer	14282	0.386	true	stress	row 386 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/386
387	series_13	latam	14319	0.387	false	delta	row 387 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/387
388	series_14	apac	14356	0.388	true	baseline	row 388 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/388
389	series_15	emea	14393	0.389	false	extended	row 389 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/389
390	series_16	amer	14430	0.390	true	stress	row 390 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/390
391	series_0	latam	14467	0.391	false	delta	row 391 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/391
392	series_1	apac	14504	0.392	true	baseline	row 392 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/392
393	series_2	emea	14541	0.393	false	extended	row 393 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/393
394	series_3	amer	14578	0.394	true	stress	row 394 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/394
395	series_4	latam	14615	0.395	false	delta	row 395 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/395
396	series_5	apac	14652	0.396	true	baseline	row 396 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/396
397	series_6	emea	14689	0.397	false	extended	row 397 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/397
398	series_7	amer	14726	0.398	true	stress	row 398 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/398
399	series_8	latam	14763	0.399	false	delta	row 399 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/399
400	series_9	apac	14800	0.400	true	baseline	row 400 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/400
401	series_10	emea	14837	0.401	false	extended	row 401 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/401
402	series_11	amer	14874	0.402	true	stress	row 402 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/402
403	series_12	latam	14911	0.403	false	delta	row 403 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/403
404	series_13	apac	14948	0.404	true	baseline	row 404 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/404
405	series_14	emea	14985	0.405	false	extended	row 405 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/405
406	series_15	amer	15022	0.406	true	stress	row 406 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/406
407	series_16	latam	15059	0.407	false	delta	row 407 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/407
408	series_0	apac	15096	0.408	true	baseline	row 408 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/408
409	series_1	emea	15133	0.409	false	extended	row 409 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/409
410	series_2	amer	15170	0.410	true	stress	row 410 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/410
411	series_3	latam	15207	0.411	false	delta	row 411 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/411
412	series_4	apac	15244	0.412	true	baseline	row 412 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/412
413	series_5	emea	15281	0.413	false	extended	row 413 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/413
414	series_6	amer	15318	0.414	true	stress	row 414 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/414
415	series_7	latam	15355	0.415	false	delta	row 415 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/415
416	series_8	apac	15392	0.416	true	baseline	row 416 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/416
417	series_9	emea	15429	0.417	false	extended	row 417 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/417
418	series_10	amer	15466	0.418	true	stress	row 418 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/418
419	series_11	latam	15503	0.419	false	delta	row 419 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/419
420	series_12	apac	15540	0.420	true	baseline	row 420 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/420
421	series_13	emea	15577	0.421	false	extended	row 421 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/421
422	series_14	amer	15614	0.422	true	stress	row 422 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/422
423	series_15	latam	15651	0.423	false	delta	row 423 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/423
424	series_16	apac	15688	0.424	true	baseline	row 424 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/424
425	series_0	emea	15725	0.425	false	extended	row 425 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/425
426	series_1	amer	15762	0.426	true	stress	row 426 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/426
427	series_2	latam	15799	0.427	false	delta	row 427 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/427
428	series_3	apac	15836	0.428	true	baseline	row 428 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/428
429	series_4	emea	15873	0.429	false	extended	row 429 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/429
430	series_5	amer	15910	0.430	true	stress	row 430 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/430
431	series_6	latam	15947	0.431	false	delta	row 431 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/431
432	series_7	apac	15984	0.432	true	baseline	row 432 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/432
433	series_8	emea	16021	0.433	false	extended	row 433 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/433
434	series_9	amer	16058	0.434	true	stress	row 434 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/434
435	series_10	latam	16095	0.435	false	delta	row 435 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/435
436	series_11	apac	16132	0.436	true	baseline	row 436 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/436
437	series_12	emea	16169	0.437	false	extended	row 437 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/437
438	series_13	amer	16206	0.438	true	stress	row 438 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/438
439	series_14	latam	16243	0.439	false	delta	row 439 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/439
440	series_15	apac	16280	0.440	true	baseline	row 440 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/440
441	series_16	emea	16317	0.441	false	extended	row 441 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/441
442	series_0	amer	16354	0.442	true	stress	row 442 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/442
443	series_1	latam	16391	0.443	false	delta	row 443 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/443
444	series_2	apac	16428	0.444	true	baseline	row 444 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/444
445	series_3	emea	16465	0.445	false	extended	row 445 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/445
446	series_4	amer	16502	0.446	true	stress	row 446 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/446
447	series_5	latam	16539	0.447	false	delta	row 447 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/447
448	series_6	apac	16576	0.448	true	baseline	row 448 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/448
449	series_7	emea	16613	0.449	false	extended	row 449 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/449
450	series_8	amer	16650	0.450	true	stress	row 450 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/450
451	series_9	latam	16687	0.451	false	delta	row 451 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/451
452	series_10	apac	16724	0.452	true	baseline	row 452 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/452
453	series_11	emea	16761	0.453	false	extended	row 453 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/453
454	series_12	amer	16798	0.454	true	stress	row 454 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/454
455	series_13	latam	16835	0.455	false	delta	row 455 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/455
456	series_14	apac	16872	0.456	true	baseline	row 456 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/456
457	series_15	emea	16909	0.457	false	extended	row 457 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/457
458	series_16	amer	16946	0.458	true	stress	row 458 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/458
459	series_0	latam	16983	0.459	false	delta	row 459 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/459
460	series_1	apac	17020	0.460	true	baseline	row 460 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/460
461	series_2	emea	17057	0.461	false	extended	row 461 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/461
462	series_3	amer	17094	0.462	true	stress	row 462 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/462
463	series_4	latam	17131	0.463	false	delta	row 463 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/463
464	series_5	apac	17168	0.464	true	baseline	row 464 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/464
465	series_6	emea	17205	0.465	false	extended	row 465 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/465
466	series_7	amer	17242	0.466	true	stress	row 466 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/466
467	series_8	latam	17279	0.467	false	delta	row 467 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/467
468	series_9	apac	17316	0.468	true	baseline	row 468 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/468
469	series_10	emea	17353	0.469	false	extended	row 469 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/469
470	series_11	amer	17390	0.470	true	stress	row 470 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/470
471	series_12	latam	17427	0.471	false	delta	row 471 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/471
472	series_13	apac	17464	0.472	true	baseline	row 472 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/472
473	series_14	emea	17501	0.473	false	extended	row 473 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/473
474	series_15	amer	17538	0.474	true	stress	row 474 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/474
475	series_16	latam	17575	0.475	false	delta	row 475 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/475
476	series_0	apac	17612	0.476	true	baseline	row 476 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/476
477	series_1	emea	17649	0.477	false	extended	row 477 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/477
478	series_2	amer	17686	0.478	true	stress	row 478 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/478
479	series_3	latam	17723	0.479	false	delta	row 479 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/479
480	series_4	apac	17760	0.480	true	baseline	row 480 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/480
481	series_5	emea	17797	0.481	false	extended	row 481 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/481
482	series_6	amer	17834	0.482	true	stress	row 482 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/482
483	series_7	latam	17871	0.483	false	delta	row 483 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/483
484	series_8	apac	17908	0.484	true	baseline	row 484 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/484
485	series_9	emea	17945	0.485	false	extended	row 485 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/485
486	series_10	amer	17982	0.486	true	stress	row 486 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/486
487	series_11	latam	18019	0.487	false	delta	row 487 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/487
488	series_12	apac	18056	0.488	true	baseline	row 488 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/488
489	series_13	emea	18093	0.489	false	extended	row 489 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/489
490	series_14	amer	18130	0.490	true	stress	row 490 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/490
491	series_15	latam	18167	0.491	false	delta	row 491 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/491
492	series_16	apac	18204	0.492	true	baseline	row 492 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/492
493	series_0	emea	18241	0.493	false	extended	row 493 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/493
494	series_1	amer	18278	0.494	true	stress	row 494 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/494
495	series_2	latam	18315	0.495	false	delta	row 495 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/495
496	series_3	apac	18352	0.496	true	baseline	row 496 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/496
497	series_4	emea	18389	0.497	false	extended	row 497 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/497
498	series_5	amer	18426	0.498	true	stress	row 498 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/498
499	series_6	latam	18463	0.499	false	delta	row 499 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/499
500	series_7	apac	18500	0.500	true	baseline	row 500 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/500
501	series_8	emea	18537	0.501	false	extended	row 501 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/501
502	series_9	amer	18574	0.502	true	stress	row 502 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/502
503	series_10	latam	18611	0.503	false	delta	row 503 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/503
504	series_11	apac	18648	0.504	true	baseline	row 504 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/504
505	series_12	emea	18685	0.505	false	extended	row 505 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/505
506	series_13	amer	18722	0.506	true	stress	row 506 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/506
507	series_14	latam	18759	0.507	false	delta	row 507 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/507
508	series_15	apac	18796	0.508	true	baseline	row 508 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/508
509	series_16	emea	18833	0.509	false	extended	row 509 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/509
510	series_0	amer	18870	0.510	true	stress	row 510 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/510
511	series_1	latam	18907	0.511	false	delta	row 511 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/511
512	series_2	apac	18944	0.512	true	baseline	row 512 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/512
513	series_3	emea	18981	0.513	false	extended	row 513 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/513
514	series_4	amer	19018	0.514	true	stress	row 514 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/514
515	series_5	latam	19055	0.515	false	delta	row 515 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/515
516	series_6	apac	19092	0.516	true	baseline	row 516 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/516
517	series_7	emea	19129	0.517	false	extended	row 517 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/517
518	series_8	amer	19166	0.518	true	stress	row 518 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/518
519	series_9	latam	19203	0.519	false	delta	row 519 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/519
520	series_10	apac	19240	0.520	true	baseline	row 520 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/520
521	series_11	emea	19277	0.521	false	extended	row 521 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/521
522	series_12	amer	19314	0.522	true	stress	row 522 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/522
523	series_13	latam	19351	0.523	false	delta	row 523 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/523
524	series_14	apac	19388	0.524	true	baseline	row 524 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/524
525	series_15	emea	19425	0.525	false	extended	row 525 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/525
526	series_16	amer	19462	0.526	true	stress	row 526 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/526
527	series_0	latam	19499	0.527	false	delta	row 527 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/527
528	series_1	apac	19536	0.528	true	baseline	row 528 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/528
529	series_2	emea	19573	0.529	false	extended	row 529 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/529
530	series_3	amer	19610	0.530	true	stress	row 530 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/530
531	series_4	latam	19647	0.531	false	delta	row 531 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/531
532	series_5	apac	19684	0.532	true	baseline	row 532 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/532
533	series_6	emea	19721	0.533	false	extended	row 533 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/533
534	series_7	amer	19758	0.534	true	stress	row 534 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/534
535	series_8	latam	19795	0.535	false	delta	row 535 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/535
536	series_9	apac	19832	0.536	true	baseline	row 536 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/536
537	series_10	emea	19869	0.537	false	extended	row 537 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/537
538	series_11	amer	19906	0.538	true	stress	row 538 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/538
539	series_12	latam	19943	0.539	false	delta	row 539 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/539
540	series_13	apac	19980	0.540	true	baseline	row 540 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/540
541	series_14	emea	20017	0.541	false	extended	row 541 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/541
542	series_15	amer	20054	0.542	true	stress	row 542 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/542
543	series_16	latam	20091	0.543	false	delta	row 543 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/543
544	series_0	apac	20128	0.544	true	baseline	row 544 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/544
545	series_1	emea	20165	0.545	false	extended	row 545 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/545
546	series_2	amer	20202	0.546	true	stress	row 546 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/546
547	series_3	latam	20239	0.547	false	delta	row 547 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/547
548	series_4	apac	20276	0.548	true	baseline	row 548 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/548
549	series_5	emea	20313	0.549	false	extended	row 549 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/549
550	series_6	amer	20350	0.550	true	stress	row 550 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/550
551	series_7	latam	20387	0.551	false	delta	row 551 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/551
552	series_8	apac	20424	0.552	true	baseline	row 552 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/552
553	series_9	emea	20461	0.553	false	extended	row 553 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/553
554	series_10	amer	20498	0.554	true	stress	row 554 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/554
555	series_11	latam	20535	0.555	false	delta	row 555 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/555
556	series_12	apac	20572	0.556	true	baseline	row 556 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/556
557	series_13	emea	20609	0.557	false	extended	row 557 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/557
558	series_14	amer	20646	0.558	true	stress	row 558 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/558
559	series_15	latam	20683	0.559	false	delta	row 559 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/559
560	series_16	apac	20720	0.560	true	baseline	row 560 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/560
561	series_0	emea	20757	0.561	false	extended	row 561 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/561
562	series_1	amer	20794	0.562	true	stress	row 562 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/562
563	series_2	latam	20831	0.563	false	delta	row 563 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/563
564	series_3	apac	20868	0.564	true	baseline	row 564 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/564
565	series_4	emea	20905	0.565	false	extended	row 565 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/565
566	series_5	amer	20942	0.566	true	stress	row 566 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/566
567	series_6	latam	20979	0.567	false	delta	row 567 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/567
568	series_7	apac	21016	0.568	true	baseline	row 568 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/568
569	series_8	emea	21053	0.569	false	extended	row 569 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/569
570	series_9	amer	21090	0.570	true	stress	row 570 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/570
571	series_10	latam	21127	0.571	false	delta	row 571 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/571
572	series_11	apac	21164	0.572	true	baseline	row 572 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/572
573	series_12	emea	21201	0.573	false	extended	row 573 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/573
574	series_13	amer	21238	0.574	true	stress	row 574 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/574
575	series_14	latam	21275	0.575	false	delta	row 575 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/575
576	series_15	apac	21312	0.576	true	baseline	row 576 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/576
577	series_16	emea	21349	0.577	false	extended	row 577 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/577
578	series_0	amer	21386	0.578	true	stress	row 578 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/578
579	series_1	latam	21423	0.579	false	delta	row 579 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/579
580	series_2	apac	21460	0.580	true	baseline	row 580 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/580
581	series_3	emea	21497	0.581	false	extended	row 581 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/581
582	series_4	amer	21534	0.582	true	stress	row 582 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/582
583	series_5	latam	21571	0.583	false	delta	row 583 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/583
584	series_6	apac	21608	0.584	true	baseline	row 584 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/584
585	series_7	emea	21645	0.585	false	extended	row 585 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/585
586	series_8	amer	21682	0.586	true	stress	row 586 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/586
587	series_9	latam	21719	0.587	false	delta	row 587 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/587
588	series_10	apac	21756	0.588	true	baseline	row 588 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/588
589	series_11	emea	21793	0.589	false	extended	row 589 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/589
590	series_12	amer	21830	0.590	true	stress	row 590 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/590
591	series_13	latam	21867	0.591	false	delta	row 591 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/591
