row_id	series	region	score	ratio	active	category	notes	url
2850	series_11	amer	5450	0.850	true	stress	row 2850 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2850
2851	series_12	latam	5487	0.851	false	delta	row 2851 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2851
2852	series_13	apac	5524	0.852	true	baseline	row 2852 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2852
2853	series_14	emea	5561	0.853	false	extended	row 2853 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2853
2854	series_15	amer	5598	0.854	true	stress	row 2854 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2854
2855	series_16	latam	5635	0.855	false	delta	row 2855 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2855
2856	series_0	apac	5672	0.856	true	baseline	row 2856 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2856
2857	series_1	emea	5709	0.857	false	extended	row 2857 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2857
2858	series_2	amer	5746	0.858	true	stress	row 2858 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2858
2859	series_3	latam	5783	0.859	false	delta	row 2859 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2859
2860	series_4	apac	5820	0.860	true	baseline	row 2860 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2860
2861	series_5	emea	5857	0.861	false	extended	row 2861 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2861
2862	series_6	amer	5894	0.862	true	stress	row 2862 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2862
2863	series_7	latam	5931	0.863	false	delta	row 2863 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2863
2864	series_8	apac	5968	0.864	true	baseline	row 2864 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2864
2865	series_9	emea	6005	0.865	false	extended	row 2865 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2865
2866	series_10	amer	6042	0.866	true	stress	row 2866 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2866
2867	series_11	latam	6079	0.867	false	delta	row 2867 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2867
2868	series_12	apac	6116	0.868	true	baseline	row 2868 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2868
2869	series_13	emea	6153	0.869	false	extended	row 2869 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2869
2870	series_14	amer	6190	0.870	true	stress	row 2870 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2870
2871	series_15	latam	6227	0.871	false	delta	row 2871 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2871
2872	series_16	apac	6264	0.872	true	baseline	row 2872 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2872
2873	series_0	emea	6301	0.873	false	extended	row 2873 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2873
2874	series_1	amer	6338	0.874	true	stress	row 2874 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2874
2875	series_2	latam	6375	0.875	false	delta	row 2875 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2875
2876	series_3	apac	6412	0.876	true	baseline	row 2876 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2876
2877	series_4	emea	6449	0.877	false	extended	row 2877 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2877
2878	series_5	amer	6486	0.878	true	stress	row 2878 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2878
2879	series_6	latam	6523	0.879	false	delta	row 2879 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2879
2880	series_7	apac	6560	0.880	true	baseline	row 2880 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2880
2881	series_8	emea	6597	0.881	false	extended	row 2881 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2881
2882	series_9	amer	6634	0.882	true	stress	row 2882 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2882
2883	series_10	latam	6671	0.883	false	delta	row 2883 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2883
2884	series_11	apac	6708	0.884	true	baseline	row 2884 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2884
2885	series_12	emea	6745	0.885	false	extended	row 2885 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2885
2886	series_13	amer	6782	0.886	true	stress	row 2886 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2886
2887	series_14	latam	6819	0.887	false	delta	row 2887 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2887
2888	series_15	apac	6856	0.888	true	baseline	row 2888 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2888
2889	series_16	emea	6893	0.889	false	extended	row 2889 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2889
2890	series_0	amer	6930	0.890	true	stress	row 2890 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2890
2891	series_1	latam	6967	0.891	false	delta	row 2891 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2891
2892	series_2	apac	7004	0.892	true	baseline	row 2892 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2892
2893	series_3	emea	7041	0.893	false	extended	row 2893 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2893
2894	series_4	amer	7078	0.894	true	stress	row 2894 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2894
2895	series_5	latam	7115	0.895	false	delta	row 2895 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2895
2896	series_6	apac	7152	0.896	true	baseline	row 2896 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2896
2897	series_7	emea	7189	0.897	false	extended	row 2897 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2897
2898	series_8	amer	7226	0.898	true	stress	row 2898 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2898
2899	series_9	latam	7263	0.899	false	delta	row 2899 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2899
2900	series_10	apac	7300	0.900	true	baseline	row 2900 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2900
2901	series_11	emea	7337	0.901	false	extended	row 2901 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2901
2902	series_12	amer	7374	0.902	true	stress	row 2902 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2902
2903	series_13	latam	7411	0.903	false	delta	row 2903 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2903
2904	series_14	apac	7448	0.904	true	baseline	row 2904 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2904
2905	series_15	emea	7485	0.905	false	extended	row 2905 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2905
2906	series_16	amer	7522	0.906	true	stress	row 2906 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2906
2907	series_0	latam	7559	0.907	false	delta	row 2907 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2907
2908	series_1	apac	7596	0.908	true	baseline	row 2908 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2908
2909	series_2	emea	7633	0.909	false	extended	row 2909 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2909
2910	series_3	amer	7670	0.910	true	stress	row 2910 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2910
2911	series_4	latam	7707	0.911	false	delta	row 2911 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2911
2912	series_5	apac	7744	0.912	true	baseline	row 2912 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2912
2913	series_6	emea	7781	0.913	false	extended	row 2913 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2913
2914	series_7	amer	7818	0.914	true	stress	row 2914 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2914
2915	series_8	latam	7855	0.915	false	delta	row 2915 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2915
2916	series_9	apac	7892	0.916	true	baseline	row 2916 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2916
2917	series_10	emea	7929	0.917	false	extended	row 2917 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2917
2918	series_11	amer	7966	0.918	true	stress	row 2918 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2918
2919	series_12	latam	8003	0.919	false	delta	row 2919 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2919
2920	series_13	apac	8040	0.920	true	baseline	row 2920 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2920
2921	series_14	emea	8077	0.921	false	extended	row 2921 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2921
2922	series_15	amer	8114	0.922	true	stress	row 2922 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2922
2923	series_16	latam	8151	0.923	false	delta	row 2923 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2923
2924	series_0	apac	8188	0.924	true	baseline	row 2924 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2924
2925	series_1	emea	8225	0.925	false	extended	row 2925 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2925
2926	series_2	amer	8262	0.926	true	stress	row 2926 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2926
2927	series_3	latam	8299	0.927	false	delta	row 2927 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2927
2928	series_4	apac	8336	0.928	true	baseline	row 2928 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2928
2929	series_5	emea	8373	0.929	false	extended	row 2929 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2929
2930	series_6	amer	8410	0.930	true	stress	row 2930 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2930
2931	series_7	latam	8447	0.931	false	delta	row 2931 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2931
2932	series_8	apac	8484	0.932	true	baseline	row 2932 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2932
2933	series_9	emea	8521	0.933	false	extended	row 2933 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2933
2934	series_10	amer	8558	0.934	true	stress	row 2934 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2934
2935	series_11	latam	8595	0.935	false	delta	row 2935 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2935
2936	series_12	apac	8632	0.936	true	baseline	row 2936 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2936
2937	series_13	emea	8669	0.937	false	extended	row 2937 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2937
2938	series_14	amer	8706	0.938	true	stress	row 2938 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2938
2939	series_15	latam	8743	0.939	false	delta	row 2939 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2939
2940	series_16	apac	8780	0.940	true	baseline	row 2940 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2940
2941	series_0	emea	8817	0.941	false	extended	row 2941 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2941
2942	series_1	amer	8854	0.942	true	stress	row 2942 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2942
2943	series_2	latam	8891	0.943	false	delta	row 2943 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2943
2944	series_3	apac	8928	0.944	true	baseline	row 2944 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2944
2945	series_4	emea	8965	0.945	false	extended	row 2945 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2945
2946	series_5	amer	9002	0.946	true	stress	row 2946 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2946
2947	series_6	latam	9039	0.947	false	delta	row 2947 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2947
2948	series_7	apac	9076	0.948	true	baseline	row 2948 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2948
2949	series_8	emea	9113	0.949	false	extended	row 2949 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2949
2950	series_9	amer	9150	0.950	true	stress	row 2950 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2950
2951	series_10	latam	9187	0.951	false	delta	row 2951 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2951
2952	series_11	apac	9224	0.952	true	baseline	row 2952 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2952
2953	series_12	emea	9261	0.953	false	extended	row 2953 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2953
2954	series_13	amer	9298	0.954	true	stress	row 2954 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2954
2955	series_14	latam	9335	0.955	false	delta	row 2955 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2955
2956	series_15	apac	9372	0.956	true	baseline	row 2956 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2956
2957	series_16	emea	9409	0.957	false	extended	row 2957 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2957
2958	series_0	amer	9446	0.958	true	stress	row 2958 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2958
2959	series_1	latam	9483	0.959	false	delta	row 2959 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2959
2960	series_2	apac	9520	0.960	true	baseline	row 2960 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2960
2961	series_3	emea	9557	0.961	false	extended	row 2961 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2961
2962	series_4	amer	9594	0.962	true	stress	row 2962 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2962
2963	series_5	latam	9631	0.963	false	delta	row 2963 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2963
2964	series_6	apac	9668	0.964	true	baseline	row 2964 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2964
2965	series_7	emea	9705	0.965	false	extended	row 2965 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2965
2966	series_8	amer	9742	0.966	true	stress	row 2966 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2966
2967	series_9	latam	9779	0.967	false	delta	row 2967 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2967
2968	series_10	apac	9816	0.968	true	baseline	row 2968 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2968
2969	series_11	emea	9853	0.969	false	extended	row 2969 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2969
2970	series_12	amer	9890	0.970	true	stress	row 2970 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2970
2971	series_13	latam	9927	0.971	false	delta	row 2971 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2971
2972	series_14	apac	9964	0.972	true	baseline	row 2972 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2972
2973	series_15	emea	10001	0.973	false	extended	row 2973 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2973
2974	series_16	amer	10038	0.974	true	stress	row 2974 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2974
2975	series_0	latam	10075	0.975	false	delta	row 2975 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2975
2976	series_1	apac	10112	0.976	true	baseline	row 2976 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2976
2977	series_2	emea	10149	0.977	false	extended	row 2977 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2977
2978	series_3	amer	10186	0.978	true	stress	row 2978 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2978
2979	series_4	latam	10223	0.979	false	delta	row 2979 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2979
2980	series_5	apac	10260	0.980	true	baseline	row 2980 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2980
2981	series_6	emea	10297	0.981	false	extended	row 2981 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2981
2982	series_7	amer	10334	0.982	true	stress	row 2982 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2982
2983	series_8	latam	10371	0.983	false	delta	row 2983 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2983
2984	series_9	apac	10408	0.984	true	baseline	row 2984 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2984
2985	series_10	emea	10445	0.985	false	extended	row 2985 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2985
2986	series_11	amer	10482	0.986	true	stress	row 2986 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2986
2987	series_12	latam	10519	0.987	false	delta	row 2987 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2987
2988	series_13	apac	10556	0.988	true	baseline	row 2988 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2988
2989	series_14	emea	10593	0.989	false	extended	row 2989 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2989
2990	series_15	amer	10630	0.990	true	stress	row 2990 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2990
2991	series_16	latam	10667	0.991	false	delta	row 2991 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2991
2992	series_0	apac	10704	0.992	true	baseline	row 2992 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2992
2993	series_1	emea	10741	0.993	false	extended	row 2993 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2993
2994	series_2	amer	10778	0.994	true	stress	row 2994 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2994
2995	series_3	latam	10815	0.995	false	delta	row 2995 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2995
2996	series_4	apac	10852	0.996	true	baseline	row 2996 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2996
2997	series_5	emea	10889	0.997	false	extended	row 2997 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2997
2998	series_6	amer	10926	0.998	true	stress	row 2998 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2998
2999	series_7	latam	10963	0.999	false	delta	row 2999 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/2999
3000	series_8	apac	11000	0.000	true	baseline	row 3000 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3000
3001	series_9	emea	11037	0.001	false	extended	row 3001 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3001
3002	series_10	amer	11074	0.002	true	stress	row 3002 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3002
3003	series_11	latam	11111	0.003	false	delta	row 3003 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3003
3004	series_12	apac	11148	0.004	true	baseline	row 3004 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3004
3005	series_13	emea	11185	0.005	false	extended	row 3005 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3005
3006	series_14	amer	11222	0.006	true	stress	row 3006 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3006
3007	series_15	latam	11259	0.007	false	delta	row 3007 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3007
3008	series_16	apac	11296	0.008	true	baseline	row 3008 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3008
3009	series_0	emea	11333	0.009	false	extended	row 3009 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3009
3010	series_1	amer	11370	0.010	true	stress	row 3010 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3010
3011	series_2	latam	11407	0.011	false	delta	row 3011 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3011
3012	series_3	apac	11444	0.012	true	baseline	row 3012 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3012
3013	series_4	emea	11481	0.013	false	extended	row 3013 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3013
3014	series_5	amer	11518	0.014	true	stress	row 3014 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3014
3015	series_6	latam	11555	0.015	false	delta	row 3015 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3015
3016	series_7	apac	11592	0.016	true	baseline	row 3016 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3016
3017	series_8	emea	11629	0.017	false	extended	row 3017 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3017
3018	series_9	amer	11666	0.018	true	stress	row 3018 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3018
3019	series_10	latam	11703	0.019	false	delta	row 3019 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3019
3020	series_11	apac	11740	0.020	true	baseline	row 3020 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3020
3021	series_12	emea	11777	0.021	false	extended	row 3021 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3021
3022	series_13	amer	11814	0.022	true	stress	row 3022 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3022
3023	series_14	latam	11851	0.023	false	delta	row 3023 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3023
3024	series_15	apac	11888	0.024	true	baseline	row 3024 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3024
3025	series_16	emea	11925	0.025	false	extended	row 3025 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3025
3026	series_0	amer	11962	0.026	true	stress	row 3026 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3026
3027	series_1	latam	11999	0.027	false	delta	row 3027 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3027
3028	series_2	apac	12036	0.028	true	baseline	row 3028 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3028
3029	series_3	emea	12073	0.029	false	extended	row 3029 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3029
3030	series_4	amer	12110	0.030	true	stress	row 3030 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3030
3031	series_5	latam	12147	0.031	false	delta	row 3031 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3031
3032	series_6	apac	12184	0.032	true	baseline	row 3032 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3032
3033	series_7	emea	12221	0.033	false	extended	row 3033 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3033
3034	series_8	amer	12258	0.034	true	stress	row 3034 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3034
3035	series_9	latam	12295	0.035	false	delta	row 3035 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3035
3036	series_10	apac	12332	0.036	true	baseline	row 3036 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3036
3037	series_11	emea	12369	0.037	false	extended	row 3037 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3037
3038	series_12	amer	12406	0.038	true	stress	row 3038 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3038
3039	series_13	latam	12443	0.039	false	delta	row 3039 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3039
3040	series_14	apac	12480	0.040	true	baseline	row 3040 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3040
3041	series_15	emea	12517	0.041	false	extended	row 3041 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3041
3042	series_16	amer	12554	0.042	true	stress	row 3042 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3042
3043	series_0	latam	12591	0.043	false	delta	row 3043 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3043
3044	series_1	apac	12628	0.044	true	baseline	row 3044 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3044
3045	series_2	emea	12665	0.045	false	extended	row 3045 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3045
3046	series_3	amer	12702	0.046	true	stress	row 3046 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3046
3047	series_4	latam	12739	0.047	false	delta	row 3047 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3047
3048	series_5	apac	12776	0.048	true	baseline	row 3048 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3048
3049	series_6	emea	12813	0.049	false	extended	row 3049 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3049
3050	series_7	amer	12850	0.050	true	stress	row 3050 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3050
3051	series_8	latam	12887	0.051	false	delta	row 3051 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3051
3052	series_9	apac	12924	0.052	true	baseline	row 3052 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3052
3053	series_10	emea	12961	0.053	false	extended	row 3053 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3053
3054	series_11	amer	12998	0.054	true	stress	row 3054 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3054
3055	series_12	latam	13035	0.055	false	delta	row 3055 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3055
3056	series_13	apac	13072	0.056	true	baseline	row 3056 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3056
3057	series_14	emea	13109	0.057	false	extended	row 3057 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3057
3058	series_15	amer	13146	0.058	true	stress	row 3058 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3058
3059	series_16	latam	13183	0.059	false	delta	row 3059 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3059
3060	series_0	apac	13220	0.060	true	baseline	row 3060 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3060
3061	series_1	emea	13257	0.061	false	extended	row 3061 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3061
3062	series_2	amer	13294	0.062	true	stress	row 3062 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3062
3063	series_3	latam	13331	0.063	false	delta	row 3063 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3063
3064	series_4	apac	13368	0.064	true	baseline	row 3064 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3064
3065	series_5	emea	13405	0.065	false	extended	row 3065 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3065
3066	series_6	amer	13442	0.066	true	stress	row 3066 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3066
3067	series_7	latam	13479	0.067	false	delta	row 3067 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3067
3068	series_8	apac	13516	0.068	true	baseline	row 3068 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3068
3069	series_9	emea	13553	0.069	false	extended	row 3069 with unicode 北京 and markdown-like pipe | plus quoted text	https://example.com/data/3069
