bench_id	format	source_group	size_class	target_rel_path	landing_url	source_url	license_id	license_url	terms_url	bench_layers	enabled_tier	review_status	download_status	notes
epub_gutenberg_ulysses	epub	gutenberg_books	medium	epub/gutenberg_books/medium/pg4300-images-3.epub	https://www.gutenberg.org/ebooks/4300	https://www.gutenberg.org/cache/epub/4300/pg4300-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	Project Gutenberg file retained with license/header context.
txt_rfc9110	txt	rfc_editor	large	txt/rfc_editor/large/rfc9110.txt	https://www.rfc-editor.org/rfc/rfc9110	https://www.rfc-editor.org/rfc/rfc9110.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	smoke	reviewed_candidate	reused	
txt_rfc9111	txt	rfc_editor	medium	txt/rfc_editor/medium/rfc9111.txt	https://www.rfc-editor.org/rfc/rfc9111	https://www.rfc-editor.org/rfc/rfc9111.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc9112	txt	rfc_editor	medium	txt/rfc_editor/medium/rfc9112.txt	https://www.rfc-editor.org/rfc/rfc9112	https://www.rfc-editor.org/rfc/rfc9112.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc8446	txt	rfc_editor	large	txt/rfc_editor/large/rfc8446.txt	https://www.rfc-editor.org/rfc/rfc8446	https://www.rfc-editor.org/rfc/rfc8446.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc8259	txt	rfc_editor	small	txt/rfc_editor/small/rfc8259.txt	https://www.rfc-editor.org/rfc/rfc8259	https://www.rfc-editor.org/rfc/rfc8259.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc3986	txt	rfc_editor	medium	txt/rfc_editor/medium/rfc3986.txt	https://www.rfc-editor.org/rfc/rfc3986	https://www.rfc-editor.org/rfc/rfc3986.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc4180	txt	rfc_editor	tiny	txt/rfc_editor/tiny/rfc4180.txt	https://www.rfc-editor.org/rfc/rfc4180	https://www.rfc-editor.org/rfc/rfc4180.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc9000	txt	rfc_editor	large	txt/rfc_editor/large/rfc9000.txt	https://www.rfc-editor.org/rfc/rfc9000	https://www.rfc-editor.org/rfc/rfc9000.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc5280	txt	rfc_editor	large	txt/rfc_editor/large/rfc5280.txt	https://www.rfc-editor.org/rfc/rfc5280	https://www.rfc-editor.org/rfc/rfc5280.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
txt_rfc7231	txt	rfc_editor	large	txt/rfc_editor/large/rfc7231.txt	https://www.rfc-editor.org/rfc/rfc7231	https://www.rfc-editor.org/rfc/rfc7231.txt	LicenseRef-IETF-Trust	https://trustee.ietf.org/license-info/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_usgs_all_day	csv	usgs_feeds	small	csv/usgs_feeds/small/csv_usgs_all_day.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_day.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	smoke	reviewed_candidate	reused	
csv_usgs_all_week	csv	usgs_feeds	medium	csv/usgs_feeds/medium/csv_usgs_all_week.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_week.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_usgs_all_month	csv	usgs_feeds	large	csv/usgs_feeds/large/csv_usgs_all_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_month.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_usgs_significant_month	csv	usgs_feeds	small	csv/usgs_feeds/small/csv_usgs_significant_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/significant_month.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_usgs_45_month	csv	usgs_feeds	small	csv/usgs_feeds/small/csv_usgs_45_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/4.5_month.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_usgs_25_month	csv	usgs_feeds	medium	csv/usgs_feeds/medium/csv_usgs_25_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/2.5_month.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_usgs_10_month	csv	usgs_feeds	large	csv/usgs_feeds/large/csv_usgs_10_month.csv	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/1.0_month.csv	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_owid_co2	csv	owid_grapher	medium	csv/owid_grapher/medium/csv_owid_co2.csv	https://ourworldindata.org/grapher/annual-co2-emissions-per-country	https://ourworldindata.org/grapher/annual-co2-emissions-per-country.csv	CC-BY-4.0	https://ourworldindata.org/how-to-use-our-world-in-data		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_owid_life_expectancy	csv	owid_grapher	medium	csv/owid_grapher/medium/csv_owid_life_expectancy.csv	https://ourworldindata.org/life-expectancy	https://ourworldindata.org/grapher/life-expectancy.csv	CC-BY-4.0	https://ourworldindata.org/how-to-use-our-world-in-data		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
csv_owid_population	csv	owid_grapher	medium	csv/owid_grapher/medium/csv_owid_population.csv	https://ourworldindata.org/population-growth	https://ourworldindata.org/grapher/population.csv	CC-BY-4.0	https://ourworldindata.org/how-to-use-our-world-in-data		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
tsv_uniprot_reviewed	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_reviewed.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	smoke	reviewed_candidate	reused	
tsv_uniprot_human	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_human.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A9606%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_mouse	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_mouse.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A10090%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_ecoli	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_ecoli.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A562%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_yeast	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_yeast.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A559292%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_arabidopsis	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_arabidopsis.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A3702%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_drosophila	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_drosophila.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=organism_id%3A7227%20AND%20reviewed%3Atrue&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_brca1	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_brca1.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=gene%3ABRCA1&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_kinase	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_kinase.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=keyword%3AKinase&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
tsv_uniprot_membrane	tsv	uniprot_api	medium	tsv/uniprot_api/medium/tsv_uniprot_membrane.tsv	https://www.uniprot.org/help/license	https://rest.uniprot.org/uniprotkb/search?query=keyword%3ATransmembrane&format=tsv&fields=accession,id,protein_name,organism_name,length&size=500	CC-BY-4.0	https://www.uniprot.org/help/license		parser;convert;cli	disabled	reviewed_candidate	reused	
json_wb_population	json	worldbank_api	large	json/worldbank_api/large/json_wb_population.json	https://data.worldbank.org/indicator/SP.POP.TOTL	https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL?format=json&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	smoke	reviewed_candidate	reused	
json_wb_gdp	json	worldbank_api	large	json/worldbank_api/large/json_wb_gdp.json	https://data.worldbank.org/indicator/NY.GDP.MKTP.CD	https://api.worldbank.org/v2/country/all/indicator/NY.GDP.MKTP.CD?format=json&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_wb_life	json	worldbank_api	large	json/worldbank_api/large/json_wb_life.json	https://data.worldbank.org/indicator/SP.DYN.LE00.IN	https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_wb_co2	json	worldbank_api	large	json/worldbank_api/large/json_wb_co2.json	https://data.worldbank.org/indicator/EN.ATM.CO2E.KT	https://api.worldbank.org/v2/country/all/indicator/EN.ATM.CO2E.KT?format=json&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_wb_internet	json	worldbank_api	large	json/worldbank_api/large/json_wb_internet.json	https://data.worldbank.org/indicator/IT.NET.USER.ZS	https://api.worldbank.org/v2/country/all/indicator/IT.NET.USER.ZS?format=json&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_wb_unemployment	json	worldbank_api	large	json/worldbank_api/large/json_wb_unemployment.json	https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS	https://api.worldbank.org/v2/country/all/indicator/SL.UEM.TOTL.ZS?format=json&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_usgs_all_month	json	usgs_feeds	large	json/usgs_feeds/large/json_usgs_all_month.json	https://earthquake.usgs.gov/earthquakes/feed/v1.0/	https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_month.geojson	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_spdx_licenses	json	spdx_data	medium	json/spdx_data/medium/json_spdx_licenses.json	https://github.com/spdx/license-list-data	https://raw.githubusercontent.com/spdx/license-list-data/main/json/licenses.json	CC0-1.0	https://github.com/spdx/license-list-data/blob/main/LICENSE		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
json_spdx_exceptions	json	spdx_data	small	json/spdx_data/small/json_spdx_exceptions.json	https://github.com/spdx/license-list-data	https://raw.githubusercontent.com/spdx/license-list-data/main/json/exceptions.json	CC0-1.0	https://github.com/spdx/license-list-data/blob/main/LICENSE		parser;convert;cli;compare	disabled	reviewed_candidate	downloaded	
json_wikidata_q42	json	wikidata	small	json/wikidata/small/json_wikidata_q42.json	https://www.wikidata.org/wiki/Wikidata:Licensing	https://www.wikidata.org/wiki/Special:EntityData/Q42.json	CC0-1.0	https://www.wikidata.org/wiki/Wikidata:Licensing		parser;convert;cli;compare	disabled	reviewed_candidate	failed	
yaml_swagger_petstore	yaml	github_yaml	small	yaml/github_yaml/small/yaml_swagger_petstore.yaml	https://github.com/swagger-api/swagger-petstore/blob/8f0dd286987880b4af7bce552aca3813166f3049/src/main/resources/openapi.yaml	https://raw.githubusercontent.com/swagger-api/swagger-petstore/8f0dd286987880b4af7bce552aca3813166f3049/src/main/resources/openapi.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_k8s_deployment	yaml	github_yaml	tiny	yaml/github_yaml/tiny/yaml_k8s_deployment.yaml	https://github.com/kubernetes/website/blob/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/application/deployment.yaml	https://raw.githubusercontent.com/kubernetes/website/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/application/deployment.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	smoke	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_k8s_simple_pod	yaml	github_yaml	tiny	yaml/github_yaml/tiny/yaml_k8s_simple_pod.yaml	https://github.com/kubernetes/website/blob/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/pods/simple-pod.yaml	https://raw.githubusercontent.com/kubernetes/website/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/pods/simple-pod.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_k8s_load_balancer	yaml	github_yaml	small	yaml/github_yaml/small/yaml_k8s_load_balancer.yaml	https://github.com/kubernetes/website/blob/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/service/load-balancer-example.yaml	https://raw.githubusercontent.com/kubernetes/website/1e69ab01d15812065622b8fe473e980a0e436947/content/en/examples/service/load-balancer-example.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_bitnami_nginx_values	yaml	github_yaml	medium	yaml/github_yaml/medium/yaml_bitnami_nginx_values.yaml	https://github.com/bitnami/charts/blob/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/nginx/values.yaml	https://raw.githubusercontent.com/bitnami/charts/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/nginx/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_bitnami_postgresql_values	yaml	github_yaml	large	yaml/github_yaml/large/yaml_bitnami_postgresql_values.yaml	https://github.com/bitnami/charts/blob/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/postgresql/values.yaml	https://raw.githubusercontent.com/bitnami/charts/f9ad394743e85cb52afaded00b2f6c37b4af3157/bitnami/postgresql/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_prometheus_values	yaml	github_yaml	large	yaml/github_yaml/large/yaml_prometheus_values.yaml	https://github.com/prometheus-community/helm-charts/blob/efa63abd06f635cd17ea729a8b91c6643c7d802a/charts/prometheus/values.yaml	https://raw.githubusercontent.com/prometheus-community/helm-charts/efa63abd06f635cd17ea729a8b91c6643c7d802a/charts/prometheus/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_actions_node	yaml	github_yaml	tiny	yaml/github_yaml/tiny/yaml_actions_node.yaml	https://github.com/actions/starter-workflows/blob/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/node.js.yml	https://raw.githubusercontent.com/actions/starter-workflows/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/node.js.yml	MIT	https://opensource.org/license/mit/		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_actions_python	yaml	github_yaml	tiny	yaml/github_yaml/tiny/yaml_actions_python.yaml	https://github.com/actions/starter-workflows/blob/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/python-app.yml	https://raw.githubusercontent.com/actions/starter-workflows/53d347c66d8b0618d2e4616e1b841b649349c6d7/ci/python-app.yml	MIT	https://opensource.org/license/mit/		parser;convert;cli	disabled	reviewed_candidate	downloaded	GitHub raw URL is resolved to a commit SHA before download.
yaml_grafana_values	yaml	github_yaml	large	yaml/github_yaml/large/yaml_grafana_values.yaml	https://github.com/grafana/helm-charts/blob/0cb44b98b41df1bc345376ac40897453fa88df93/charts/grafana/values.yaml	https://raw.githubusercontent.com/grafana/helm-charts/0cb44b98b41df1bc345376ac40897453fa88df93/charts/grafana/values.yaml	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0		parser;convert;cli	disabled	reviewed_candidate	failed	GitHub raw URL is resolved to a commit SHA before download.
xml_wb_population	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_population.xml	https://data.worldbank.org/indicator/SP.POP.TOTL	https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	smoke	reviewed_candidate	reused	
xml_wb_gdp	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_gdp.xml	https://data.worldbank.org/indicator/NY.GDP.MKTP.CD	https://api.worldbank.org/v2/country/all/indicator/NY.GDP.MKTP.CD?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_co2	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_co2.xml	https://data.worldbank.org/indicator/EN.ATM.CO2E.KT	https://api.worldbank.org/v2/country/all/indicator/EN.ATM.CO2E.KT?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_school	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_school.xml	https://data.worldbank.org/indicator/SE.PRM.ENRR	https://api.worldbank.org/v2/country/all/indicator/SE.PRM.ENRR?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_health	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_health.xml	https://data.worldbank.org/indicator/SH.XPD.CHEX.GD.ZS	https://api.worldbank.org/v2/country/all/indicator/SH.XPD.CHEX.GD.ZS?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_forest	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_forest.xml	https://data.worldbank.org/indicator/AG.LND.FRST.ZS	https://api.worldbank.org/v2/country/all/indicator/AG.LND.FRST.ZS?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_electricity	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_electricity.xml	https://data.worldbank.org/indicator/EG.USE.ELEC.KH.PC	https://api.worldbank.org/v2/country/all/indicator/EG.USE.ELEC.KH.PC?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_unemployment	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_unemployment.xml	https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS	https://api.worldbank.org/v2/country/all/indicator/SL.UEM.TOTL.ZS?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
xml_wb_internet	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_internet.xml	https://data.worldbank.org/indicator/IT.NET.USER.ZS	https://api.worldbank.org/v2/country/all/indicator/IT.NET.USER.ZS?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	downloaded	
xml_wb_life	xml	worldbank_api	large	xml/worldbank_api/large/xml_wb_life.xml	https://data.worldbank.org/indicator/SP.DYN.LE00.IN	https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=xml&per_page=20000	CC-BY-4.0	https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
zip_gutenberg_moby_dick_html	zip	gutenberg_books	medium	zip/gutenberg_books/medium/pg2701-h.zip	https://www.gutenberg.org/ebooks/2701	https://www.gutenberg.org/cache/epub/2701/pg2701-h.zip	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	ZIP archive audited before manifest write.
zip_gutenberg_frankenstein_html	zip	gutenberg_books	small	zip/gutenberg_books/small/pg84-h.zip	https://www.gutenberg.org/ebooks/84	https://www.gutenberg.org/cache/epub/84/pg84-h.zip	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	ZIP archive audited before manifest write.
zip_gutenberg_dracula_html	zip	gutenberg_books	small	zip/gutenberg_books/small/pg345-h.zip	https://www.gutenberg.org/ebooks/345	https://www.gutenberg.org/cache/epub/345/pg345-h.zip	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	ZIP archive audited before manifest write.
zip_gutenberg_sherlock_html	zip	gutenberg_books	small	zip/gutenberg_books/small/pg1661-h.zip	https://www.gutenberg.org/ebooks/1661	https://www.gutenberg.org/cache/epub/1661/pg1661-h.zip	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	smoke	reviewed_candidate	reused	ZIP archive audited before manifest write.
zip_gutenberg_alice_html	zip	gutenberg_books	small	zip/gutenberg_books/small/pg11-h.zip	https://www.gutenberg.org/ebooks/11	https://www.gutenberg.org/cache/epub/11/pg11-h.zip	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	reused	ZIP archive audited before manifest write.
zip_census_state	zip	census_tiger	medium	zip/census_tiger/medium/tl_2024_us_state.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	https://www2.census.gov/geo/tiger/TIGER2024/STATE/tl_2024_us_state.zip	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		convert;cli	disabled	reviewed_candidate	catalog_only	Catalog only: Census host returned 403 to this environment during HEAD probes.
zip_census_county	zip	census_tiger	medium	zip/census_tiger/medium/tl_2024_us_county.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	https://www2.census.gov/geo/tiger/TIGER2024/COUNTY/tl_2024_us_county.zip	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		convert;cli	disabled	reviewed_candidate	catalog_only	Catalog only: Census host returned 403 to this environment during HEAD probes.
zip_census_place	zip	census_tiger	medium	zip/census_tiger/medium/tl_2024_us_place.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	https://www2.census.gov/geo/tiger/TIGER2024/PLACE/tl_2024_us_place.zip	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		convert;cli	disabled	reviewed_candidate	catalog_only	Catalog only: Census host returned 403 to this environment during HEAD probes.
zip_census_zcta	zip	census_tiger	medium	zip/census_tiger/medium/tl_2024_us_zcta520.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	https://www2.census.gov/geo/tiger/TIGER2024/ZCTA520/tl_2024_us_zcta520.zip	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		convert;cli	disabled	reviewed_candidate	catalog_only	Catalog only: Census host returned 403 to this environment during HEAD probes.
zip_census_roads_autauga	zip	census_tiger	medium	zip/census_tiger/medium/tl_2024_01001_roads.zip	https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html	https://www2.census.gov/geo/tiger/TIGER2024/ROADS/tl_2024_01001_roads.zip	LicenseRef-US-Gov-Public-Domain	https://www.usa.gov/government-copyright		convert;cli	disabled	reviewed_candidate	catalog_only	Catalog only: Census host returned 403 to this environment during HEAD probes.
