id	format	path	source_type	source_id	license_status	license_review_status	privacy	size_class	features	expected_signals	quality_tier	original_url	local_cache_path	notes	proposed_rel_path	migration_action	migration_note	quality_tags	quality_note	proposed_expected_fail	proposed_skip_reason
pdf_form_button_widget_pdfjs_order_counts	pdf	external_quality/pdf/pdfjs/annotation-button-widget.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;form;button_widget;checked_state;order_guard	no_empty_output;exact_count:## Forms=1;exact_count:Button (page 1):=9;exact_count:Button (page 1): Check box, checked — checked=1;exact_count:Button (page 1): Check box, unchecked — unchecked=1;exact_count:Button (page 1): Check box, read-only — unchecked=1;exact_count:Button (page 1): LijstKeuzerondje — checked=1;exact_count:Button (page 1): LijstKeuzerondje — unchecked=5;order:Check box, unchecked|Check box, checked|Check box, read-only|Radio button, unselected Radio button, unselected|Radio buton, selected Radio button, selected|Radio button, read-only Radio button, read-only|## Forms|Button (page 1): Check box, unchecked — unchecked|Button (page 1): Check box, read-only — unchecked|Button (page 1): Check box, checked — checked|Button (page 1): LijstKeuzerondje — unchecked|Button (page 1): LijstKeuzerondje — checked;max_count:## Annotations=0;not_contains:rId;not_contains:/Subtype	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-button-widget.pdf	external_quality/pdf/pdfjs	Local-only order guard on the pdf.js button-widget sample; catches checkbox/radio row duplication or section reordering while preserving the current visible text plus normalized Forms appendix structure without requiring a markdown table marker	pdf/pdfjs/annotation-button-widget.pdf	needs_source_review	source_id missing or not found in staging source catalog				
pdf_outline_goto_action_pdfjs	pdf	external_quality/pdf/pdfjs/outline_goto_action.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;outline;bookmark;internal_destination;goto	no_empty_output;contains_all:## Bookmarks|Parent -> page 1|Child -> page 2	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/outline_goto_action.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js outline-only sample with internal GoTo actions and no page text; normal output should still surface a conservative Bookmarks appendix	pdf/pdfjs/outline_goto_action.pdf	needs_source_review	source_id missing or not found in staging source catalog				
pdf_internal_dest_links_qpdf_link_annots	pdf	external_quality/pdf/qpdf/link-annots.pdf	tool_fixture	qpdf_tests	Apache-2.0	approved	external_cache	small	pdf;link;internal_destination;dest_array;annotation	no_empty_output;contains_all:## Annotations|Link (page 1): page 1|Link (page 4): page 4	reference	https://github.com/qpdf/qpdf/blob/main/qpdf/qtest/qpdf/link-annots.pdf	external_quality/pdf/qpdf	Apache-2.0 qpdf sample with page-to-page /Dest array link annotations across multiple pages; normal output should conservatively surface the resolved internal target pages in an annotation appendix	pdf/qpdf/link-annots.pdf	needs_source_review	source_id missing or not found in staging source catalog				
pdf_internal_dest_links_qpdf_link_annots_counts	pdf	external_quality/pdf/qpdf/link-annots.pdf	tool_fixture	qpdf_tests	Apache-2.0	approved	external_cache	small	pdf;link;internal_destination;dest_array;annotation;count_assertion;duplicate_guard	no_empty_output;exact_count:## Annotations=1;exact_count:Link \(page 1\):=4;exact_count:Link \(page 2\):=4;exact_count:Link \(page 3\):=4;exact_count:Link \(page 4\):=4;exact_count:Link \(page 1\): page 1=1;exact_count:Link \(page 4\): page 4=1	reference	https://github.com/qpdf/qpdf/blob/main/qpdf/qtest/qpdf/link-annots.pdf	external_quality/pdf/qpdf	Apache-2.0 qpdf link-annotation sample; count assertions guard against duplicated annotation appendix blocks or over-emitted per-page destination notes while preserving the current 4x4 link grid	pdf/qpdf/link-annots.pdf	needs_source_review	source_id missing or not found in staging source catalog
pdf_internal_dest_links_qpdf_link_annots_order_counts	pdf	external_quality/pdf/qpdf/link-annots.pdf	tool_fixture	qpdf_tests	Apache-2.0	approved	external_cache	small	pdf;link;internal_destination;dest_array;annotation;order_guard	no_empty_output;exact_count:## Annotations=1;exact_count:Link \(page 1\): page 1=1;exact_count:Link \(page 1\): page 4=1;exact_count:Link \(page 4\): page 1=1;exact_count:Link \(page 4\): page 4=1;order:Link \(page 1\): page 1|Link \(page 1\): page 2|Link \(page 1\): page 3|Link \(page 1\): page 4|Link \(page 2\): page 1|Link \(page 3\): page 1|Link \(page 4\): page 1|Link \(page 4\): page 4	reference	https://github.com/qpdf/qpdf/blob/main/qpdf/qtest/qpdf/link-annots.pdf	external_quality/pdf/qpdf	Local-only order guard on the qpdf link-annotation grid sample; catches per-page destination reordering without relying only on per-prefix counts	pdf/qpdf/link-annots.pdf	needs_source_review	source_id missing or not found in staging source catalog
pdf_outline_old_root_dests_qpdf	pdf	external_quality/pdf/qpdf/outlines-with-old-root-dests.pdf	tool_fixture	qpdf_tests	Apache-2.0	approved	external_cache	small	pdf;outline;bookmark;named_destination;dest_array	no_empty_output;contains_all:## Bookmarks|•Potato 1 -> 5: /XYZ null null null -> page 6|•Squash ÷πʬ÷ 1.2 -> 13: /FitH 792 -> page 14|•Salad 2 -> 15: /XYZ 66 756 3 -> page 16	reference	https://github.com/qpdf/qpdf/blob/main/qpdf/qtest/qpdf/outlines-with-old-root-dests.pdf	external_quality/pdf/qpdf	Apache-2.0 qpdf outline sample with page targets and named-destination edges rooted in the catalog; normal output should keep page text and append a readable Bookmarks appendix	pdf/qpdf/outlines-with-old-root-dests.pdf	needs_source_review	source_id missing or not found in staging source catalog				
pdf_outline_old_root_dests_dict_qpdf	pdf	external_quality/pdf/qpdf/outlines-with-old-root-dests-dict.pdf	tool_fixture	qpdf_tests	Apache-2.0	approved	external_cache	small	pdf;outline;bookmark;named_destination;dest_dict	no_empty_output;contains_all:## Bookmarks|•Potato 1 -> 5: /XYZ null null null -> page 6|•Squash ÷πʬ÷ 1.2 -> 13: /FitH 792 -> page 14|•Salad 2 -> 15: /XYZ 66 756 3 -> page 16	reference	https://github.com/qpdf/qpdf/blob/main/qpdf/qtest/qpdf/outlines-with-old-root-dests-dict.pdf	external_quality/pdf/qpdf	Apache-2.0 qpdf outline sample variant where old root destinations are stored as dictionaries; normal output should append the same conservative Bookmarks appendix without depending on the exact dest object form	pdf/qpdf/outlines-with-old-root-dests-dict.pdf	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_hidden_rows_apache_poi_group_test_row_counts	xlsx	external_quality/xlsx/apache-poi/GroupTest.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;hidden_rows;row_shape;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:| inner |=2;exact_count:| expanded |=6;exact_count:| collapsed |=4;max_count:(empty sheet)=0;table_marker	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/GroupTest.xlsx	external_quality/xlsx/apache-poi	Local-only row-shape guard on Apache POI grouped-row workbook; catches drift that duplicates visible grouped rows or collapses the current normal hidden-row policy into an empty-sheet fallback	xlsx/apache-poi/GroupTest.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_formula_cells_apache_poi_sampless_grid_counts	xlsx	external_quality/xlsx/apache-poi/SampleSS.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;formula_cache;multi_sheet;row_guard	no_empty_output;exact_count:## First Sheet=1;exact_count:## Sheet Number 2=1;exact_count:## Sheet3=1;exact_count:| Test spreadsheet |  |=1;exact_count:| 1 | 10 | 2 | 13 |=1;exact_count:(empty sheet)=1;order:## First Sheet|## Sheet Number 2|cb=sum|## Sheet3	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/SampleSS.xlsx	external_quality/xlsx/apache-poi	Local-only grid guard on Apache POI sample workbook; catches duplicated visible table rows, lost cached formula results, or missing terminal empty-sheet handling across the three-sheet normal path	xlsx/apache-poi/SampleSS.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_many_merges_apache_poi_57893_empty_counts	xlsx	external_quality/xlsx/apache-poi/57893-many-merges.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;merged_cells;empty_sheet;regression_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:(empty sheet)=1;max_count:## Sheet2=0;not_contains:| --- |	reference	https://github.com/apache/poi/blob/main/test-data/spreadsheet/57893-many-merges.xlsx	external_quality/xlsx/apache-poi	Local-only empty-merge guard on Apache POI workbook whose merge structure currently yields no visible cells; catches phantom table emission from merge-only worksheets in the normal path	xlsx/apache-poi/57893-many-merges.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
docx_hyperlinks_python_docx_par_hyperlinks_counts	docx	external_quality/docx/python-docx/par-hyperlinks.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;hyperlink;count_guard;paragraph_order	no_empty_output;exact_count:No hyperlinks=1;exact_count:[awesome hyperlink](http://yahoo.com/)=1;exact_count:[the first one](http://google.com/)=1;exact_count:[second one](http://python.org/)=1;exact_count:[third](http://yahoo.com/)=1;order:No hyperlinks|awesome hyperlink|the first one|second one|third	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hyperlinks.docx	external_quality/docx/python-docx	Local-only hyperlink count guard on python-docx multi-link paragraph sample; catches duplicated link lowering or broken paragraph order across multiple external targets while matching the current canonicalized trailing-slash URLs	docx/python-docx/par-hyperlinks.docx	needs_source_review	source_id missing or not found in staging source catalog				
docx_comments_apache_poi_comment_counts	docx	external_quality/docx/apache-poi/comment.docx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	docx;comment;count_guard;apache_poi	no_empty_output;exact_count:[comment 1]=1;exact_count:## Comments=1;exact_count:1. Unbekannter Autor: This is the first line=1;exact_count:This is the second line=1;max_count:## Footnotes=0;max_count:## Endnotes=0;order:[comment 1]|## Comments|This is the first line|This is the second line	reference	https://github.com/apache/poi/blob/trunk/test-data/document/comment.docx	external_quality/docx/apache-poi	Local-only comment count guard on Apache POI sample with multi-line comment body; catches duplicate inline marker or appendix body splitting regressions without assuming English-only author metadata	docx/apache-poi/comment.docx	needs_source_review	source_id missing or not found in staging source catalog				
docx_comments_apache_poi_testcomment_counts	docx	external_quality/docx/apache-poi/testComment.docx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	docx;comment;count_guard;apache_poi	no_empty_output;exact_count:this is a comment [comment 1] paragraph!=1;exact_count:## Comments=1;exact_count:1. poi: comment content=1;max_count:## Footnotes=0;max_count:## Endnotes=0;order:this is a comment [comment 1] paragraph!|## Comments|1. poi: comment content	reference	https://github.com/apache/poi/blob/trunk/test-data/document/testComment.docx	external_quality/docx/apache-poi	Local-only comment count guard on Apache POI inline-comment sample; catches duplicated marker/appendix emission and preserves current body-before-appendix ordering	docx/apache-poi/testComment.docx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_notes_python_pptx_prs_notes_counts	pptx	external_quality/pptx/python-pptx/prs-notes.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;notes;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:### Speaker Notes=1;max_count:## Slide 2=0;max_count:### Comments=0;order:## Slide 1|### Speaker Notes|Notes	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	Local-only notes count guard on python-pptx presentation-level notes sample; catches duplicated speaker-notes blocks or stray appendix leakage on the single-slide notes path without assuming the short note text is globally unique	pptx/python-pptx/prs-notes.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_notes_python_pptx_sld_notes_feature_counts	pptx	external_quality/pptx/python-pptx/sld-notes-feature.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;notes;count_guard;blank_slide_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:### Speaker Notes=1;exact_count:(empty)=1;max_count:### Comments=0;order:## Slide 1|### Speaker Notes|Notes|## Slide 2	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/sld-notes.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx notes-feature sample; catches duplicated notes blocks or dropped blank-slide handling in the two-slide notes path without treating the note text token as globally unique	pptx/python-pptx/sld-notes-feature.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_chart_multi_python_pptx_cht_charts_counts	pptx	external_quality/pptx/python-pptx/cht-charts.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;chart;count_guard;table_fallback	no_empty_output;exact_count:## Slide 1=1;exact_count:| Category | Series 1 | Series 2 | Series 3 |=1;exact_count:Category 4=1;exact_count:5.0=1;max_count:## Slide 2=0;not_contains:<br>;not_contains:<a:;not_contains:<c:;table_marker;order:## Slide 1|Category 1|Category 4	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx multi-chart sample; catches chart-table header duplication, category/value misalignment, and raw XML leakage on the single-slide cached-chart path	pptx/python-pptx/cht-charts.pptx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_hidden_sheet_apache_poi_twosheetsonehidden_visible_only_counts	xlsx	external_quality/xlsx/apache-poi/TwoSheetsOneHidden.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;hidden_sheet;visible_only;count_guard	no_empty_output;exact_count:## Sheet2=1;exact_count:| Sheet2A1 |=1;max_count:## Sheet1=0;max_count:(empty sheet)=0;order:## Sheet2|Sheet2A1	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/TwoSheetsOneHidden.xlsx	external_quality/xlsx/apache-poi	Local-only visible-only guard on Apache POI hidden-sheet workbook; catches regressions that render the hidden sheet as an empty placeholder or duplicate the lone visible sheet block	xlsx/apache-poi/TwoSheetsOneHidden.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_excel_tables_apache_poi_exceltables_boundary_counts	xlsx	external_quality/xlsx/apache-poi/ExcelTables.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;table;boundary;hidden_columns;count_guard	no_empty_output;exact_count:## ExcelTable=1;exact_count:| Name | Age | AgeGroup |  |  |  | Name | Age | AgeGroup |=1;exact_count:| Anton | 44 | 4 |  |  |  | Anton | 44 | 4 |=1;max_count:TableName=0;max_count:INT(H2/10)=0;table_marker;order:## ExcelTable|Name|Anton|Bertha|Cäsar	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/ExcelTables.xlsx	external_quality/xlsx/apache-poi	Local-only table-boundary guard on Apache POI workbook with a real tablePart and hidden trailing columns; catches table-name or formula leakage while preserving the current visible dual-block table layout	xlsx/apache-poi/ExcelTables.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
docx_comments_rich_para_python_docx_body_appendix_counts	docx	external_quality/docx/python-docx/comments-rich-para.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;comment;body_appendix;count_guard	no_empty_output;exact_count:[comment 1]=1;exact_count:[comment 2]=1;exact_count:[comment 3]=1;exact_count:[comment 4]=1;exact_count:## Comments=1;exact_count:Steve Canny=1;exact_count:Text with inline image  in the middle.=1;max_count:## Footnotes=0;max_count:## Endnotes=0;order:Document text|[comment 1]|[comment 4]|## Comments	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/comments-rich-para.docx	external_quality/docx/python-docx	Local-only body/appendix guard on python-docx rich-comment sample; catches duplicated inline markers or comment appendix leakage across multiple differently formatted comments	docx/python-docx/comments-rich-para.docx	needs_source_review	source_id missing or not found in staging source catalog				
docx_paras_tables_python_docx_blk_paras_and_tables_order_counts	docx	external_quality/docx/python-docx/blk-paras-and-tables.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;table;body_order;header_footer;count_guard	no_empty_output;exact_count:Lorem ipsum dolor sit amet, consectetur adipiscing elit.=1;exact_count:| Text before<br>Table<br>Between<br>Text after |=1;exact_count:Donec semper facilisis metus finibus malesuada.=1;exact_count:## Headers=1;exact_count:## Footers=1;max_count:## Comments=0;max_count:## Footnotes=0;max_count:## Endnotes=0;table_marker;order:Lorem ipsum dolor sit amet, consectetur adipiscing elit.|Text before<br>Table<br>Between<br>Text after|Donec semper facilisis metus finibus malesuada.|## Headers|## Footers	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/blk-paras-and-tables.docx	external_quality/docx/python-docx	Local-only body-order guard on python-docx block-items sample; catches paragraph-table interleaving drift and unexpected appendix leakage while preserving current header/footer placement	docx/python-docx/blk-paras-and-tables.docx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_hyperlink_python_pptx_ext_rels_counts	pptx	external_quality/pptx/python-pptx/ext-rels.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;hyperlink;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:[the python-pptx repository on GitHub](https://github.com/scanny/python-pptx)=1;max_count:## Slide 2=0;max_count:### Comments=0;not_contains:<a:;order:## Slide 1|Code is available at|the python-pptx repository on GitHub	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	Local-only hyperlink count guard on python-pptx external-relationship sample; catches duplicate link lowering or raw XML leakage on the simple one-slide hyperlink path	pptx/python-pptx/ext-rels.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_comments_openxmlsdk_viewpr_showcomments_body_counts	pptx	external_quality/pptx/openxml-sdk/viewPr-showComments-1.pptx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	pptx;comments;body_order;count_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:Hdoshi=1;exact_count:Do NOT resave this presentation.=1;exact_count:### Comments=1;exact_count:PowerPoint Rocks!!!=1;exact_count:PowerPoint Logo!=1;order:## Slide 1|Hdoshi|Do NOT resave this presentation.|### Comments|PowerPoint Rocks!!!	reference	https://github.com/dotnet/Open-XML-SDK	external_quality/pptx/openxml-sdk	Local-only body/comment ordering guard on Open XML SDK PPTX comments sample; catches comment appendix drift while preserving the fixture-real visible slide text that mentions the showComments XML snippet	pptx/openxml-sdk/viewPr-showComments-1.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_chart_series_python_pptx_cht_series_table_counts	pptx	external_quality/pptx/python-pptx/cht-series.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;table_fallback;series_alignment;count_guard	no_empty_output;exact_count:| Category | Series 1 | Series 2 | Series 3 | Series 4 | Series 5 |=1;exact_count:| Category 4 | 4.5 | 2.8 | 5.0 | 4.5 | 2.8 |=1;exact_count:| Category 4 | 4.5 | 2.8 | 5.0 | 4.0 |=1;exact_count:[Chart data not embedded in chart cache]=2;exact_count:| Category | Sales |=2;not_contains:<br>;not_contains:<a:;not_contains:<c:;table_marker;order:## Slide 2|Series 5|## Slide 3|Series 4|## Slide 5|[Chart data not embedded in chart cache]|## Slide 10|1st Qtr	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-series.pptx	external_quality/pptx/python-pptx	Local-only table-shape guard on python-pptx chart-series sample; catches widened-series drift, missing fifth-series columns, or later fallback truncation without assuming repeated short headers are globally unique across the whole deck	pptx/python-pptx/cht-series.pptx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_shared_hyperlink_apache_poi_sharedhyperlink_rowshape_counts	xlsx	external_quality/xlsx/apache-poi/sharedhyperlink.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;hyperlink;shared_hyperlink;row_shape;count_guard	no_empty_output;exact_count:## Hoja1=1;exact_count:|  |=1;exact_count:http://www.apache.org=4;max_count:rId=0;order:## Hoja1|---|http://www.apache.org	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/sharedhyperlink.xlsx	external_quality/xlsx/apache-poi	Local-only row-shape guard on Apache POI shared-hyperlink workbook; catches relationship-text loss, missing blank separator rows, or leaked broken relationship ids while preserving the current one-column table shape	xlsx/apache-poi/sharedhyperlink.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_formula_eval_copy_apache_poi_address_row_counts	xlsx	external_quality/xlsx/apache-poi/FormulaEvalTestData_Copy.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	medium	xlsx;formula;address;relationship;count_guard	no_empty_output;exact_count:|  | Address | FORMULA | $C$2 | C$2 | [Book1]Sheet1!$C2 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |=1;exact_count:'[Book1]Sheet1'!$C2=1;exact_count:Not supported by XSSF=4;max_count:rId=0;order:IntersectionEval|RangeEval|Address|[Book1]Sheet1!$C2	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/FormulaEvalTestData_Copy.xlsx	external_quality/xlsx/apache-poi	Local-only address-row guard on Apache POI formula-eval workbook; catches broken external-sheet address rendering or relationship leakage without depending on the entire formula matrix payload	xlsx/apache-poi/FormulaEvalTestData_Copy.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_formula_display_apache_poi_simplenormal_rowshape_counts	xlsx	external_quality/xlsx/apache-poi/SimpleNormal.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;formula_display;row_shape;date_format;sheet_order;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:## Sheet Number 2=1;exact_count:| test 2 |  | 2 |=1;exact_count:|  |  | 3 |=1;exact_count:|  |  | 4 |=1;exact_count:|  |  | 5 |=1;exact_count:|  |  | 6 |=1;exact_count:| 1990-01-01 |  |  |  |  |  |=1;exact_count:| 10 |  | 3 |  |  |  |=1;exact_count:|  |  |  |  |  |  |=2;max_count:32874=0;order:## Sheet1|test 2|3|4|5|6|## Sheet Number 2|1990-01-01|10	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/SimpleNormal.xlsx	external_quality/xlsx/apache-poi	Local-only row-shape guard on Apache POI SimpleNormal workbook; catches blank-row collapse, cached-formula drift, or raw-date leakage while preserving the current two-sheet visible row structure	xlsx/apache-poi/SimpleNormal.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_hidden_rows_apache_poi_group_test_blank_gap_counts	xlsx	external_quality/xlsx/apache-poi/GroupTest.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;hidden_rows;blank_gaps;row_shape;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:| inner |=2;exact_count:| expanded |=6;exact_count:| collapsed |=4;exact_count:|  |=7;table_marker;order:## Sheet1|inner|expanded|collapsed	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/GroupTest.xlsx	external_quality/xlsx/apache-poi	Local-only blank-gap guard on Apache POI grouped-row workbook; catches visible-gap collapse or accidental hidden-row emission drift while preserving the current interleaving of expanded, collapsed, and blank separator rows	xlsx/apache-poi/GroupTest.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_comments_apache_poi_comments_body_rows_counts	xlsx	external_quality/xlsx/apache-poi/comments.xlsx	tool_fixture	apache_poi_tests	Apache-2.0	approved	external_cache	small	xlsx;comments;row_shape;body_order;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:|  | row1 |=1;exact_count:|  |  |=1;exact_count:| row3 | row3 |=1;exact_count:|  | row4 |=1;exact_count:### Comments=1;exact_count:(empty sheet)=2;max_count:rId=0;table_marker;order:## Sheet1|row1|row3|row4|### Comments|comment top row1 (index0)|## Sheet2	reference	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/comments.xlsx	external_quality/xlsx/apache-poi	Local-only sparse-row/comment guard on Apache POI workbook; catches visible body-row collapse, misplaced comment appendix, or relationship leakage without assuming denser comment coverage than the fixture actually has	xlsx/apache-poi/comments.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_hidden_sheet_xlsxwriter_hide_sheet_counts	xlsx	external_quality/xlsx/xlsxwriter/generated/hide_sheet.xlsx	tool_fixture	xlsxwriter_examples	BSD-2-Clause	approved	external_cache	small	xlsx;hidden_sheet;second_source;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:## Sheet3=1;max_count:## Sheet2=0;exact_count:Sheet2 is hidden=2;max_count:(empty sheet)=0;table_marker;order:## Sheet1|Sheet2 is hidden|## Sheet3|Sheet2 is hidden	reference	https://github.com/jmcnamara/XlsxWriter/blob/main/examples/hide_sheet.py	external_quality/xlsx/xlsxwriter/generated	Local-only second-source guard generated from the official XlsxWriter hide_sheet example; selected because it exercises hidden-sheet visibility policy in a minimal BSD-2-Clause workbook without Apache POI-specific structure	xlsx/xlsxwriter/generated/hide_sheet.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_hidden_rows_cols_xlsxwriter_hide_row_col_counts	xlsx	external_quality/xlsx/xlsxwriter/generated/hide_row_col.xlsx	tool_fixture	xlsxwriter_examples	BSD-2-Clause	approved	external_cache	small	xlsx;hidden_rows;hidden_columns;second_source;row_shape;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:Some hidden columns.=1;exact_count:Some hidden rows.=1;exact_count:|  |  |  |  |=6;max_count:rId=0;table_marker;order:## Sheet1|Some hidden columns.|Some hidden rows.	reference	https://github.com/jmcnamara/XlsxWriter/blob/main/examples/hide_row_col.py	external_quality/xlsx/xlsxwriter/generated	Local-only second-source guard generated from the official XlsxWriter hide_row_col example; selected because it exposes visible blank-gap preservation around hidden rows and hidden trailing columns in a tiny workbook	xlsx/xlsxwriter/generated/hide_row_col.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_hyperlink_xlsxwriter_hyperlink_counts	xlsx	external_quality/xlsx/xlsxwriter/generated/hyperlink.xlsx	tool_fixture	xlsxwriter_examples	BSD-2-Clause	approved	external_cache	small	xlsx;hyperlink;second_source;relationship;count_guard	no_empty_output;exact_count:## Hyperlinks=1;exact_count:http://www.python.org/=4;exact_count:Python Home=1;exact_count:Mail me=1;max_count:rId=0;table_marker;order:## Hyperlinks|http://www.python.org/|Python Home|Mail me	reference	https://github.com/jmcnamara/XlsxWriter/blob/main/examples/hyperlink.py	external_quality/xlsx/xlsxwriter/generated	Local-only second-source hyperlink guard generated from the official XlsxWriter hyperlink example; selected because it mixes implicit links, display-text links, mailto labels, and a plain URL string in one compact workbook	xlsx/xlsxwriter/generated/hyperlink.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
xlsx_comments_xlsxwriter_comments1_counts	xlsx	external_quality/xlsx/xlsxwriter/generated/comments1.xlsx	tool_fixture	xlsxwriter_examples	BSD-2-Clause	approved	external_cache	small	xlsx;comments;second_source;count_guard	no_empty_output;exact_count:## Sheet1=1;exact_count:Hello=1;exact_count:### Comments=1;exact_count:A1: This is a comment=1;max_count:(empty sheet)=0;table_marker;order:## Sheet1|Hello|### Comments|A1: This is a comment	reference	https://github.com/jmcnamara/XlsxWriter/blob/main/examples/comments1.py	external_quality/xlsx/xlsxwriter/generated	Local-only second-source comment guard generated from the official XlsxWriter comments1 example; selected because it exercises the smallest possible real comment appendix path without extra table noise	xlsx/xlsxwriter/generated/comments1.xlsx	needs_source_review	source_id missing or not found in staging source catalog				
